Spelling; nchar; LogFreq_Zipf; DomPoS
underwear; 9; 3.72; noun
exposure; 8; 3.72; noun
squirrels; 9; 3.72; noun
appearances; 11; 3.72; noun
bald; 4; 3.72; adjective
curriculum; 10; 3.72; noun
occasional; 10; 3.72; adjective
pints; 5; 3.72; noun
conclusions; 11; 3.72; noun
gracious; 8; 3.72; adjective
grill; 5; 3.72; noun
napoleon; 8; 3.72; name
granddaughter; 13; 3.72; noun
applies; 7; 3.72; verb
certainty; 9; 3.72; noun
gilt; 4; 3.72; noun
choreography; 12; 3.72; noun
disposal; 8; 3.72; noun
forum; 5; 3.72; noun
hump; 4; 3.72; noun
imposing; 8; 3.72; verb
legends; 7; 3.72; noun
portraits; 9; 3.72; noun
creep; 5; 3.72; verb
halls; 5; 3.72; noun
nailed; 6; 3.72; verb
beetle; 6; 3.72; noun
jewels; 6; 3.72; noun
donated; 7; 3.72; verb
laundry; 7; 3.72; noun
stimulus; 8; 3.72; noun
bling; 5; 3.72; noun
culinary; 8; 3.72; adjective
dusty; 5; 3.72; adjective
pursuing; 8; 3.72; verb
gum; 3; 3.72; noun
petition; 8; 3.72; noun
sighs; 5; 3.72; noun
mammal; 6; 3.71; noun
rainy; 5; 3.71; noun
satisfy; 7; 3.71; verb
sneaky; 6; 3.71; adjective
trucks; 6; 3.71; noun
utter; 5; 3.71; adjective
killers; 7; 3.71; noun
confirmation; 12; 3.71; noun
appealed; 8; 3.71; verb
blitz; 5; 3.71; noun
fairer; 6; 3.71; adjective
hic; 3; 3.71; adjective
pyramid; 7; 3.71; noun
agreeing; 8; 3.71; verb
bah; 3; 3.71; noun
clause; 6; 3.71; noun
fringe; 6; 3.71; noun
topping; 7; 3.71; verb
mistaken; 8; 3.71; verb
pains; 5; 3.71; noun
shillings; 9; 3.71; noun
battalion; 9; 3.71; name
dementia; 8; 3.71; noun
grabbing; 8; 3.71; verb
meow; 4; 3.71; name
racism; 6; 3.71; noun
stool; 5; 3.71; noun
aisle; 5; 3.71; noun
eleven; 6; 3.71; number
parachute; 9; 3.71; noun
reader; 6; 3.71; noun
ruthless; 8; 3.71; adjective
shook; 5; 3.71; verb
statutory; 9; 3.71; adjective
hotter; 6; 3.71; noun
illusion; 8; 3.71; noun
profitable; 10; 3.71; adjective
slowed; 6; 3.71; verb
coastguard; 10; 3.71; noun
motorbike; 9; 3.71; noun
refugees; 8; 3.71; noun
adequate; 8; 3.71; adjective
carnival; 8; 3.71; noun
hollow; 6; 3.71; adjective
persistent; 10; 3.71; adjective
whit; 4; 3.71; name
nonetheless; 11; 3.71; adverb
nuzzle; 6; 3.71; name
trusts; 6; 3.71; noun
beforehand; 10; 3.71; adverb
doorway; 7; 3.71; noun
recruitment; 11; 3.71; noun
shaken; 6; 3.71; verb
tubes; 5; 3.71; noun
volcanic; 8; 3.71; adjective
waist; 5; 3.71; noun
dice; 4; 3.71; noun
expose; 6; 3.71; verb
propaganda; 10; 3.71; noun
tighter; 7; 3.71; adjective
curly; 5; 3.71; adjective
nets; 4; 3.71; noun
ceramics; 8; 3.71; noun
cuddly; 6; 3.71; adverb
elusive; 7; 3.71; adjective
sexually; 8; 3.71; adverb
sheriff; 7; 3.71; name
showbiz; 7; 3.71; noun
broccoli; 8; 3.71; noun
confined; 8; 3.71; verb
dedication; 10; 3.71; noun
forgiven; 8; 3.71; verb
judicial; 8; 3.71; adjective
drummer; 7; 3.71; noun
mob; 3; 3.71; noun
pens; 4; 3.71; noun
swans; 5; 3.71; noun
assurance; 9; 3.71; noun
attorney; 8; 3.71; name
hymn; 4; 3.71; noun
iris; 4; 3.71; name
behold; 6; 3.71; verb
coke; 4; 3.71; name
debris; 6; 3.71; noun
labels; 6; 3.71; noun
lanes; 5; 3.71; noun
unwanted; 8; 3.71; adjective
bash; 4; 3.71; noun
dimension; 9; 3.71; noun
openly; 6; 3.71; adverb
puppies; 7; 3.71; noun
attracts; 8; 3.71; verb
operators; 9; 3.71; noun
clarify; 7; 3.7; verb
facial; 6; 3.7; adjective
outbreaks; 9; 3.7; noun
saffron; 7; 3.7; noun
snout; 5; 3.7; name
youngster; 9; 3.7; noun
zoom; 4; 3.7; verb
masterpiece; 11; 3.7; noun
bam; 3; 3.7; noun
grants; 6; 3.7; noun
hub; 3; 3.7; noun
qualifier; 9; 3.7; noun
rebellion; 9; 3.7; noun
versions; 8; 3.7; noun
castles; 7; 3.7; noun
chuckles; 8; 3.7; verb
comedians; 9; 3.7; noun
internationally; 15; 3.7; adverb
mall; 4; 3.7; name
observe; 7; 3.7; verb
bravo; 5; 3.7; name
disturb; 7; 3.7; verb
drank; 5; 3.7; verb
fats; 4; 3.7; noun
fences; 6; 3.7; noun
releasing; 9; 3.7; verb
bleed; 5; 3.7; verb
goddess; 7; 3.7; noun
hid; 3; 3.7; verb
doodle; 6; 3.7; name
graduates; 9; 3.7; noun
graphic; 7; 3.7; adjective
magnetic; 8; 3.7; adjective
puddings; 8; 3.7; noun
terrain; 7; 3.7; noun
tracked; 7; 3.7; verb
bounced; 7; 3.7; verb
drifting; 8; 3.7; verb
heroic; 6; 3.7; adjective
deliberate; 10; 3.7; adjective
niece; 5; 3.7; noun
violet; 6; 3.7; name
burgers; 7; 3.7; noun
derelict; 8; 3.7; noun
rode; 4; 3.7; verb
rods; 4; 3.7; noun
lifeboat; 8; 3.7; noun
alternatives; 12; 3.7; noun
eco; 3; 3.7; noun
reflecting; 10; 3.7; verb
deepest; 7; 3.7; adjective
edible; 6; 3.7; adjective
imported; 8; 3.7; verb
pins; 4; 3.7; noun
ranger; 6; 3.7; name
beware; 6; 3.7; verb
cemetery; 8; 3.7; noun
cheesy; 6; 3.7; adjective
manual; 6; 3.7; noun
tub; 3; 3.7; noun
lasts; 5; 3.7; verb
pumped; 6; 3.7; verb
priceless; 9; 3.7; adjective
anthem; 6; 3.7; noun
bait; 4; 3.7; noun
contestant; 10; 3.7; adjective
entrepreneurs; 13; 3.7; noun
format; 6; 3.7; noun
observation; 11; 3.7; noun
polling; 7; 3.7; noun
possessions; 11; 3.7; noun
thriller; 8; 3.7; noun
compliment; 10; 3.7; noun
escaping; 8; 3.7; verb
laboratory; 10; 3.7; noun
nuisance; 8; 3.7; noun
phoebe; 6; 3.7; name
resulted; 8; 3.7; verb
rivalry; 7; 3.7; noun
souls; 5; 3.7; noun
wits; 4; 3.7; noun
decorate; 8; 3.7; verb
griffin; 7; 3.7; name
magnet; 6; 3.7; noun
permanently; 11; 3.7; adverb
spinal; 6; 3.7; adjective
struggles; 9; 3.7; verb
amid; 4; 3.7; preposition
barrels; 7; 3.7; noun
irresponsible; 13; 3.7; adjective
monsieur; 8; 3.7; noun
shines; 6; 3.7; verb
verse; 5; 3.7; noun
teamwork; 8; 3.7; noun
aggression; 10; 3.7; noun
buzzers; 7; 3.7; noun
paddock; 7; 3.7; noun
qualification; 13; 3.7; noun
tours; 5; 3.7; noun
courtesy; 8; 3.7; noun
prosecuted; 10; 3.7; verb
rewards; 7; 3.7; noun
villain; 7; 3.7; noun
mentor; 6; 3.7; noun
needles; 7; 3.7; noun
ripe; 4; 3.7; adjective
slices; 6; 3.7; noun
wary; 4; 3.7; adjective
chewing; 7; 3.7; verb
sucker; 6; 3.7; noun
sympathetic; 11; 3.7; adjective
wobble; 6; 3.7; noun
websites; 8; 3.69; noun
jasmine; 7; 3.69; noun
smack; 5; 3.69; verb
casual; 6; 3.69; adjective
latter; 6; 3.69; adjective
murdering; 9; 3.69; verb
weighed; 7; 3.69; verb
burial; 6; 3.69; noun
followers; 9; 3.69; noun
underlying; 10; 3.69; verb
adventurous; 11; 3.69; adjective
bon; 3; 3.69; name
clears; 6; 3.69; verb
cultures; 8; 3.69; noun
eternal; 7; 3.69; adjective
heap; 4; 3.69; noun
rails; 5; 3.69; noun
simpler; 7; 3.69; adjective
tomb; 4; 3.69; noun
tribal; 6; 3.69; adjective
valuations; 10; 3.69; noun
groove; 6; 3.69; noun
kisses; 6; 3.69; noun
spelling; 8; 3.69; noun
appreciation; 12; 3.69; noun
dots; 4; 3.69; noun
foil; 4; 3.69; noun
micro; 5; 3.69; noun
remembrance; 11; 3.69; noun
rewarded; 8; 3.69; verb
allied; 6; 3.69; name
bucks; 5; 3.69; noun
gauge; 5; 3.69; noun
shoo; 4; 3.69; noun
toad; 4; 3.69; noun
zebra; 5; 3.69; noun
bonnie; 6; 3.69; name
consult; 7; 3.69; verb
neglected; 9; 3.69; verb
scrub; 5; 3.69; noun
episodes; 8; 3.69; noun
mayonnaise; 10; 3.69; noun
tang; 4; 3.69; name
unsure; 6; 3.69; adjective
reductions; 10; 3.69; noun
sickness; 8; 3.69; noun
swings; 6; 3.69; noun
donor; 5; 3.69; noun
fictional; 9; 3.69; adjective
salesman; 8; 3.69; noun
atoms; 5; 3.69; noun
electrics; 9; 3.69; noun
logical; 7; 3.69; adjective
rhetoric; 8; 3.69; noun
catastrophic; 12; 3.69; adjective
duh; 3; 3.69; noun
marines; 7; 3.69; name
satisfying; 10; 3.69; adjective
thirsty; 7; 3.69; adjective
wards; 5; 3.69; noun
beryl; 5; 3.69; name
confront; 8; 3.69; verb
corrupt; 7; 3.69; adjective
holders; 7; 3.69; noun
maze; 4; 3.69; noun
obligation; 10; 3.69; noun
voila; 5; 3.69; name
crosses; 7; 3.69; verb
graffiti; 8; 3.69; noun
millionaires; 12; 3.69; noun
rubbing; 7; 3.69; verb
guides; 6; 3.69; noun
reacted; 7; 3.69; verb
stunned; 7; 3.69; adjective
diaries; 7; 3.69; noun
tribe; 5; 3.69; noun
battlefield; 11; 3.69; noun
governing; 9; 3.69; verb
skipping; 8; 3.69; verb
splitting; 9; 3.69; noun
cans; 4; 3.69; noun
displayed; 9; 3.69; verb
massage; 7; 3.69; noun
razor; 5; 3.69; noun
refreshing; 10; 3.69; adjective
seemingly; 9; 3.69; adverb
addresses; 9; 3.69; noun
arrests; 7; 3.69; noun
breezy; 6; 3.69; adjective
dales; 5; 3.69; name
deployed; 8; 3.69; verb
mounting; 8; 3.69; verb
opener; 6; 3.69; noun
sands; 5; 3.69; noun
soaked; 6; 3.69; verb
franchise; 9; 3.69; noun
moat; 4; 3.69; noun
monthly; 7; 3.69; adjective
rounded; 7; 3.69; verb
separately; 10; 3.69; adverb
snail; 5; 3.69; noun
squirt; 6; 3.69; name
adventurers; 11; 3.69; noun
batteries; 9; 3.69; noun
irrelevant; 10; 3.69; adjective
props; 5; 3.69; noun
speedy; 6; 3.69; adjective
cupboards; 9; 3.68; noun
pensioner; 9; 3.68; noun
stables; 7; 3.68; noun
tents; 5; 3.68; noun
tightly; 7; 3.68; adverb
outline; 7; 3.68; noun
alter; 5; 3.68; verb
chunks; 6; 3.68; noun
confronted; 10; 3.68; verb
sectors; 7; 3.68; noun
aspirations; 11; 3.68; noun
derived; 7; 3.68; verb
iceberg; 7; 3.68; noun
mend; 4; 3.68; verb
speechless; 10; 3.68; adjective
bullshit; 8; 3.68; noun
accountant; 10; 3.68; noun
debating; 8; 3.68; verb
fist; 4; 3.68; noun
gadget; 6; 3.68; noun
lumps; 5; 3.68; noun
moors; 5; 3.68; noun
snog; 4; 3.68; verb
uncover; 7; 3.68; verb
advisers; 8; 3.68; noun
blades; 6; 3.68; noun
blunt; 5; 3.68; adjective
receipt; 7; 3.68; noun
turbines; 8; 3.68; noun
lookout; 7; 3.68; noun
apiece; 6; 3.68; adverb
enabled; 7; 3.68; verb
gravel; 6; 3.68; noun
instructor; 10; 3.68; noun
recap; 5; 3.68; noun
tidal; 5; 3.68; adjective
advantages; 10; 3.68; noun
archives; 8; 3.68; noun
conducting; 10; 3.68; verb
ninjas; 6; 3.68; name
westerly; 8; 3.68; adjective
admits; 6; 3.68; verb
diabetes; 8; 3.68; noun
grit; 4; 3.68; noun
juices; 6; 3.68; noun
trailer; 7; 3.68; noun
hottest; 7; 3.68; adjective
bulb; 4; 3.68; noun
explorers; 9; 3.68; noun
shave; 5; 3.68; verb
unveiled; 8; 3.68; verb
spurs; 5; 3.68; name
drowned; 7; 3.68; verb
grease; 6; 3.68; noun
packaging; 9; 3.68; noun
screams; 7; 3.68; noun
tiffany; 7; 3.68; name
nightmares; 10; 3.68; noun
allegation; 10; 3.68; noun
alley; 5; 3.68; noun
sphere; 6; 3.68; noun
thrilling; 9; 3.68; noun
countless; 9; 3.68; adjective
divisions; 9; 3.68; noun
urged; 5; 3.68; verb
countdown; 9; 3.68; noun
almighty; 8; 3.68; name
critic; 6; 3.68; noun
arrows; 6; 3.68; noun
drilling; 8; 3.68; noun
eyebrows; 8; 3.68; noun
missiles; 8; 3.68; noun
pavement; 8; 3.68; noun
sperm; 5; 3.68; noun
woody; 5; 3.68; name
disturbed; 9; 3.68; verb
furry; 5; 3.68; adjective
prepares; 8; 3.68; verb
jigsaw; 6; 3.68; noun
servicemen; 10; 3.68; noun
catastrophe; 11; 3.68; noun
hideous; 7; 3.68; adjective
newest; 6; 3.68; adjective
nicest; 6; 3.68; adjective
pools; 5; 3.68; noun
sage; 4; 3.68; noun
turmoil; 7; 3.68; noun
popcorn; 7; 3.68; noun
cheeks; 6; 3.68; noun
deemed; 6; 3.68; verb
defining; 8; 3.68; verb
fooled; 6; 3.68; verb
parmesan; 8; 3.68; name
picturesque; 11; 3.68; noun
thrive; 6; 3.68; verb
mythology; 9; 3.68; noun
opt; 3; 3.68; verb
presenters; 10; 3.68; noun
rebuilt; 7; 3.68; verb
refund; 6; 3.68; noun
restoring; 9; 3.68; verb
sinister; 8; 3.68; adjective
consecutive; 11; 3.68; adjective
evenings; 8; 3.68; noun
obtained; 8; 3.68; verb
pong; 4; 3.68; noun
snuff; 5; 3.68; noun
trash; 5; 3.68; noun
von; 3; 3.68; name
cough; 5; 3.68; noun
decor; 5; 3.68; noun
seller; 6; 3.68; noun
adoption; 8; 3.67; noun
freely; 6; 3.67; adverb
greet; 5; 3.67; verb
responses; 9; 3.67; noun
wit; 3; 3.67; noun
chaotic; 7; 3.67; adjective
strengths; 9; 3.67; noun
vain; 4; 3.67; adjective
daytime; 7; 3.67; adjective
blog; 4; 3.67; noun
debated; 7; 3.67; verb
discrimination; 14; 3.67; noun
economists; 10; 3.67; noun
heats; 5; 3.67; verb
ting; 4; 3.67; noun
tits; 4; 3.67; noun
anchor; 6; 3.67; verb
architects; 10; 3.67; noun
cynical; 7; 3.67; adjective
hail; 4; 3.67; noun
marina; 6; 3.67; name
serial; 6; 3.67; adjective
valid; 5; 3.67; adjective
carer; 5; 3.67; noun
hosting; 7; 3.67; verb
leaked; 6; 3.67; verb
salute; 6; 3.67; verb
horrified; 9; 3.67; verb
negotiated; 10; 3.67; verb
requirement; 11; 3.67; noun
apprenticeship; 14; 3.67; noun
actively; 8; 3.67; adverb
circular; 8; 3.67; adjective
musicals; 8; 3.67; noun
pitched; 7; 3.67; verb
ports; 5; 3.67; noun
ritual; 6; 3.67; noun
stretches; 9; 3.67; noun
whisper; 7; 3.67; noun
amusing; 7; 3.67; adjective
cardinal; 8; 3.67; name
eccentric; 9; 3.67; adjective
fountain; 8; 3.67; noun
ombudsman; 9; 3.67; noun
scrambled; 9; 3.67; verb
vroom; 5; 3.67; name
rainfall; 8; 3.67; noun
admired; 7; 3.67; verb
benefited; 9; 3.67; verb
coward; 6; 3.67; noun
functions; 9; 3.67; noun
kittens; 7; 3.67; noun
socialist; 9; 3.67; adjective
portfolio; 9; 3.67; noun
knickers; 8; 3.67; noun
maternity; 9; 3.67; noun
guarantees; 10; 3.67; noun
moderate; 8; 3.67; adjective
undermine; 9; 3.67; verb
diners; 6; 3.67; noun
distinguished; 13; 3.67; adjective
hosted; 6; 3.67; verb
ignoring; 8; 3.67; verb
limb; 4; 3.67; noun
pioneering; 10; 3.67; adjective
acknowledged; 12; 3.67; verb
dam; 3; 3.67; noun
hamster; 7; 3.67; noun
petty; 5; 3.67; adjective
coaster; 7; 3.67; noun
prejudice; 9; 3.67; noun
providers; 9; 3.67; noun
ramp; 4; 3.67; noun
speakers; 8; 3.67; noun
crucially; 9; 3.67; adverb
cube; 4; 3.67; noun
decorations; 11; 3.67; noun
interval; 8; 3.67; noun
timescale; 9; 3.67; noun
ascot; 5; 3.67; name
cone; 4; 3.67; noun
fern; 4; 3.67; name
shifts; 6; 3.67; noun
unaware; 7; 3.67; adjective
hairdresser; 11; 3.67; noun
accommodate; 11; 3.67; verb
bombers; 7; 3.67; noun
bulls; 5; 3.67; noun
bushes; 6; 3.67; noun
cadets; 6; 3.67; noun
index; 5; 3.67; noun
nitrogen; 8; 3.67; noun
stove; 5; 3.67; noun
youtube; 7; 3.67; name
lush; 4; 3.67; adjective
adverts; 7; 3.67; noun
airy; 4; 3.67; adjective
bliss; 5; 3.67; name
depths; 6; 3.67; noun
displays; 8; 3.67; noun
dong; 4; 3.67; noun
noodles; 7; 3.67; noun
peacock; 7; 3.67; name
rockets; 7; 3.67; noun
themes; 6; 3.67; noun
idiots; 6; 3.67; noun
peg; 3; 3.67; verb
rebuilding; 10; 3.67; verb
nightclub; 9; 3.66; noun
caves; 5; 3.66; noun
cries; 5; 3.66; verb
hawk; 4; 3.66; noun
assumption; 10; 3.66; noun
cocoa; 5; 3.66; noun
missile; 7; 3.66; noun
twelve; 6; 3.66; number
acute; 5; 3.66; adjective
fucked; 6; 3.66; verb
treatments; 10; 3.66; noun
breathtaking; 12; 3.66; adjective
brace; 5; 3.66; verb
brightness; 10; 3.66; noun
resale; 6; 3.66; noun
database; 8; 3.66; noun
takeover; 8; 3.66; noun
commute; 7; 3.66; noun
shrinking; 9; 3.66; verb
spotting; 8; 3.66; verb
dose; 4; 3.66; noun
ninja; 5; 3.66; name
ranking; 7; 3.66; adjective
removal; 7; 3.66; noun
scrapped; 8; 3.66; verb
whipped; 7; 3.66; verb
caterpillar; 11; 3.66; noun
splat; 5; 3.66; noun
bureau; 6; 3.66; name
closes; 6; 3.66; verb
porn; 4; 3.66; noun
siblings; 8; 3.66; noun
terraced; 8; 3.66; adjective
sideways; 8; 3.66; adverb
briefing; 8; 3.66; noun
prawn; 5; 3.66; adjective
supplied; 8; 3.66; verb
bakery; 6; 3.66; noun
festivals; 9; 3.66; noun
jive; 4; 3.66; noun
ping; 4; 3.66; noun
input; 5; 3.66; noun
kylie; 5; 3.66; name
zest; 4; 3.66; noun
childcare; 9; 3.66; noun
awfully; 7; 3.66; adverb
banter; 6; 3.66; noun
penis; 5; 3.66; noun
racial; 6; 3.66; adjective
separation; 10; 3.66; noun
weeds; 5; 3.66; noun
accompanied; 11; 3.66; verb
celery; 6; 3.66; noun
companion; 9; 3.66; noun
hacked; 6; 3.66; verb
jingle; 6; 3.66; name
toffee; 6; 3.66; noun
waiter; 6; 3.66; noun
crude; 5; 3.66; adjective
gender; 6; 3.66; noun
pickle; 6; 3.66; noun
shaky; 5; 3.66; adjective
siege; 5; 3.66; noun
ale; 3; 3.66; noun
fuse; 4; 3.66; noun
inventor; 8; 3.66; noun
prom; 4; 3.66; noun
vanished; 8; 3.66; verb
brotherhood; 11; 3.66; name
burner; 6; 3.66; noun
designing; 9; 3.66; verb
dread; 5; 3.66; noun
fracture; 8; 3.66; noun
funnily; 7; 3.66; adverb
moor; 4; 3.66; name
obesity; 7; 3.66; noun
pleaded; 7; 3.66; verb
retro; 5; 3.66; noun
robots; 6; 3.66; noun
shallots; 8; 3.66; noun
stinks; 6; 3.66; verb
sweating; 8; 3.66; noun
announcing; 10; 3.66; verb
invaded; 7; 3.66; verb
lever; 5; 3.66; noun
rhinos; 6; 3.66; noun
soggy; 5; 3.66; adjective
fiddle; 6; 3.66; noun
indicates; 9; 3.66; verb
tenth; 5; 3.66; noun
broadcaster; 11; 3.66; noun
consciousness; 13; 3.66; noun
scot; 4; 3.66; name
superhero; 9; 3.66; noun
economist; 9; 3.66; noun
expanded; 8; 3.66; verb
opposing; 8; 3.66; verb
piggy; 5; 3.66; noun
replied; 7; 3.66; verb
scratching; 10; 3.66; verb
sigh; 4; 3.66; noun
tournaments; 11; 3.66; noun
upright; 7; 3.65; noun
outcomes; 8; 3.65; noun
absorb; 6; 3.65; verb
cult; 4; 3.65; noun
functional; 10; 3.65; adjective
spoilt; 6; 3.65; adjective
varied; 6; 3.65; adjective
vary; 4; 3.65; verb
interfere; 9; 3.65; verb
mortar; 6; 3.65; noun
reservoir; 9; 3.65; noun
vertical; 8; 3.65; adjective
attach; 6; 3.65; verb
cereal; 6; 3.65; noun
inherit; 7; 3.65; verb
maritime; 8; 3.65; noun
attractions; 11; 3.65; noun
bro; 3; 3.65; noun
dire; 4; 3.65; adjective
logo; 4; 3.65; noun
partridge; 9; 3.65; name
ram; 3; 3.65; noun
slogan; 6; 3.65; noun
exterior; 8; 3.65; noun
foliage; 7; 3.65; noun
prescription; 12; 3.65; noun
cooling; 7; 3.65; verb
feeds; 5; 3.65; verb
mare; 4; 3.65; noun
consolation; 11; 3.65; noun
fencing; 7; 3.65; verb
geese; 5; 3.65; noun
investor; 8; 3.65; noun
legged; 6; 3.65; verb
peep; 4; 3.65; noun
peninsula; 9; 3.65; noun
registration; 12; 3.65; noun
rehabilitation; 14; 3.65; noun
slaughter; 9; 3.65; noun
allocated; 9; 3.65; verb
disabilities; 12; 3.65; noun
extinct; 7; 3.65; adjective
immensely; 9; 3.65; adverb
racking; 7; 3.65; verb
reassuring; 10; 3.65; verb
societies; 9; 3.65; noun
hallmark; 8; 3.65; noun
betrayed; 8; 3.65; verb
disappoint; 10; 3.65; verb
doomed; 6; 3.65; verb
equals; 6; 3.65; verb
reserved; 8; 3.65; verb
stamped; 7; 3.65; verb
overlooked; 10; 3.65; verb
advocate; 8; 3.65; noun
panicking; 9; 3.65; verb
watchdog; 8; 3.65; noun
audit; 5; 3.65; noun
cookie; 6; 3.65; noun
potting; 7; 3.65; verb
sober; 5; 3.65; adjective
translate; 9; 3.65; verb
clutter; 7; 3.65; noun
owes; 4; 3.65; verb
personalities; 13; 3.65; noun
theatrical; 10; 3.65; adjective
visa; 4; 3.65; noun
beasts; 6; 3.65; noun
hallmarked; 10; 3.65; verb
hound; 5; 3.65; name
magistrates; 11; 3.65; noun
psychology; 10; 3.65; noun
ticks; 5; 3.65; verb
lakeside; 8; 3.65; name
nationwide; 10; 3.65; adjective
broadly; 7; 3.65; adverb
clan; 4; 3.65; noun
exploration; 11; 3.65; noun
explorer; 8; 3.65; noun
plank; 5; 3.65; noun
symbolic; 8; 3.65; adjective
bamboo; 6; 3.65; noun
bankrupt; 8; 3.65; adjective
captains; 8; 3.65; noun
commentators; 12; 3.65; noun
hatred; 6; 3.65; noun
integrated; 10; 3.65; verb
nod; 3; 3.65; noun
neglect; 7; 3.65; noun
paisley; 7; 3.65; name
pike; 4; 3.65; name
piles; 5; 3.65; noun
poisonous; 9; 3.65; adjective
mastermind; 10; 3.65; name
smiley; 6; 3.65; noun
troy; 4; 3.65; name
breasts; 7; 3.65; noun
destined; 8; 3.65; verb
waits; 5; 3.65; verb
bra; 3; 3.65; noun
curiosity; 9; 3.65; noun
lavender; 8; 3.65; noun
components; 10; 3.65; noun
cord; 4; 3.65; noun
crow; 4; 3.65; noun
feat; 4; 3.65; noun
glazing; 7; 3.65; noun
lotto; 5; 3.65; name
missus; 6; 3.65; noun
excellence; 10; 3.65; noun
oceans; 6; 3.65; noun
peanut; 6; 3.65; noun
plumber; 7; 3.65; noun
prick; 5; 3.65; noun
proportions; 11; 3.65; noun
vault; 5; 3.65; noun
verge; 5; 3.65; noun
aftermath; 9; 3.64; noun
husbands; 8; 3.64; noun
arches; 6; 3.64; noun
explosives; 10; 3.64; noun
expressing; 10; 3.64; verb
observer; 8; 3.64; name
quieter; 7; 3.64; noun
swimmer; 7; 3.64; noun
underestimate; 13; 3.64; verb
abstract; 8; 3.64; adjective
cement; 6; 3.64; noun
commentator; 11; 3.64; noun
ore; 3; 3.64; noun
prompted; 8; 3.64; verb
rewarding; 9; 3.64; adjective
lesser; 6; 3.64; adjective
snails; 6; 3.64; noun
stamps; 6; 3.64; noun
bullied; 7; 3.64; verb
misleading; 10; 3.64; adjective
plough; 6; 3.64; verb
groovy; 6; 3.64; adjective
injection; 9; 3.64; noun
margins; 7; 3.64; noun
cherries; 8; 3.64; noun
summary; 7; 3.64; noun
keyboard; 8; 3.64; noun
formally; 8; 3.64; adverb
galleries; 9; 3.64; noun
punched; 7; 3.64; verb
raspberries; 11; 3.64; noun
scars; 5; 3.64; noun
traveller; 9; 3.64; noun
unfinished; 10; 3.64; adjective
yeast; 5; 3.64; noun
intentions; 10; 3.64; noun
strokes; 7; 3.64; noun
urine; 5; 3.64; noun
midday; 6; 3.64; noun
athletic; 8; 3.64; adjective
fanny; 5; 3.64; name
natty; 5; 3.64; name
punish; 6; 3.64; verb
turtle; 6; 3.64; noun
whereabouts; 11; 3.64; noun
crawling; 8; 3.64; verb
marker; 6; 3.64; noun
pedigree; 8; 3.64; noun
snip; 4; 3.64; noun
succession; 10; 3.64; noun
zip; 3; 3.64; noun
arrogant; 8; 3.64; adjective
meter; 5; 3.64; noun
rethink; 7; 3.64; verb
reunited; 8; 3.64; verb
sucked; 6; 3.64; verb
instincts; 9; 3.64; noun
liner; 5; 3.64; noun
petal; 5; 3.64; name
ratings; 7; 3.64; noun
cheated; 7; 3.64; verb
knit; 4; 3.64; verb
soy; 3; 3.64; noun
warden; 6; 3.64; noun
winters; 7; 3.64; noun
adrenaline; 10; 3.64; noun
anticipation; 12; 3.64; noun
cosmetic; 8; 3.64; adjective
queuing; 7; 3.64; verb
woken; 5; 3.64; verb
accuracy; 8; 3.64; noun
microwave; 9; 3.64; noun
moth; 4; 3.64; noun
motto; 5; 3.64; noun
cluster; 7; 3.64; noun
enhance; 7; 3.64; verb
envy; 4; 3.64; noun
renewed; 7; 3.64; verb
souffle; 7; 3.64; noun
fractured; 9; 3.64; adjective
ivy; 3; 3.64; name
reckless; 8; 3.64; adjective
socially; 8; 3.64; adverb
surveyor; 8; 3.64; noun
breadcrumbs; 11; 3.64; noun
cheapest; 8; 3.64; adjective
counterfeit; 11; 3.64; noun
cyclists; 8; 3.64; noun
economically; 12; 3.64; adverb
exchequer; 9; 3.64; name
karate; 6; 3.64; noun
tribunal; 8; 3.64; noun
conquer; 7; 3.64; verb
inn; 3; 3.64; name
landlords; 9; 3.64; noun
leeks; 5; 3.64; noun
roaring; 7; 3.64; noun
grades; 6; 3.63; noun
grazing; 7; 3.63; noun
insulation; 10; 3.63; noun
pedal; 5; 3.63; noun
plea; 4; 3.63; noun
shaping; 7; 3.63; verb
traps; 5; 3.63; noun
trio; 4; 3.63; noun
understandable; 14; 3.63; adjective
wisely; 6; 3.63; adverb
bonjour; 7; 3.63; name
raced; 5; 3.63; verb
wade; 4; 3.63; name
bumpy; 5; 3.63; adjective
cheerful; 8; 3.63; adjective
concerning; 10; 3.63; verb
console; 7; 3.63; noun
gifted; 6; 3.63; adjective
happiest; 8; 3.63; adjective
peaks; 5; 3.63; noun
thicker; 7; 3.63; adjective
atomic; 6; 3.63; adjective
carriers; 8; 3.63; noun
elect; 5; 3.63; verb
grind; 5; 3.63; verb
predictions; 11; 3.63; noun
tackles; 7; 3.63; verb
entertained; 11; 3.63; verb
offended; 8; 3.63; verb
pickled; 7; 3.63; verb
provider; 8; 3.63; noun
quickest; 8; 3.63; adjective
ruler; 5; 3.63; noun
rusty; 5; 3.63; adjective
overhead; 8; 3.63; noun
workplace; 9; 3.63; noun
constructive; 12; 3.63; adjective
ego; 3; 3.63; noun
grounded; 8; 3.63; verb
meadow; 6; 3.63; noun
nationalist; 11; 3.63; adjective
ordeal; 6; 3.63; noun
unlock; 6; 3.63; verb
bollocks; 8; 3.63; noun
classics; 8; 3.63; noun
cyclist; 7; 3.63; noun
demolished; 10; 3.63; verb
