Spelling; nchar; LogFreq_Zipf; DomPoS
diarrhoea; 9; 3.37; noun
neighbourhoods; 14; 3.37; noun
fertiliser; 10; 3.36; noun
liquorice; 9; 3.36; noun
splendour; 9; 3.36; noun
sceptic; 7; 3.34; adjective
traumatised; 11; 3.34; verb
jobcentre; 9; 3.34; name
kerb; 4; 3.34; noun
analysing; 9; 3.33; verb
counsellor; 10; 3.33; noun
tantalising; 11; 3.32; verb
modernise; 9; 3.31; verb
synchronised; 12; 3.31; verb
gobsmacked; 10; 3.3; verb
sceptics; 8; 3.3; noun
characterised; 13; 3.29; verb
courgettes; 10; 3.29; noun
modernised; 10; 3.29; verb
scrutinise; 10; 3.29; verb
millimetres; 11; 3.28; noun
centimetre; 10; 3.28; noun
ploughing; 9; 3.28; verb
visualise; 9; 3.28; verb
agonising; 9; 3.28; adjective
scrutinised; 11; 3.28; verb
sympathise; 10; 3.28; verb
scepticism; 10; 3.27; noun
revolutionised; 14; 3.27; verb
stylised; 8; 3.27; verb
watercolours; 12; 3.27; noun
jeweller; 8; 3.26; noun
sabre; 5; 3.26; name
labelling; 9; 3.25; noun
panelling; 9; 3.25; noun
gelatine; 8; 3.25; adjective
signalled; 9; 3.25; verb
millimetre; 10; 3.24; noun
vapour; 6; 3.23; noun
mouldy; 6; 3.23; adjective
personalised; 12; 3.22; adjective
spiralling; 10; 3.22; verb
enamelled; 9; 3.22; verb
equalised; 9; 3.22; verb
faeces; 6; 3.22; noun
matey; 5; 3.21; noun
utilise; 7; 3.21; verb
jammy; 5; 3.21; adjective
panellists; 10; 3.21; noun
socialising; 11; 3.21; verb
subsidised; 10; 3.21; verb
stabilised; 10; 3.21; verb
lustre; 6; 3.2; noun
socialise; 9; 3.2; verb
revolutionise; 13; 3.19; verb
jeopardise; 10; 3.19; verb
frith; 5; 3.18; name
leukaemia; 9; 3.18; noun
instalment; 10; 3.18; noun
storeys; 7; 3.18; noun
pressurised; 11; 3.18; verb
signalling; 10; 3.18; verb
unauthorised; 12; 3.18; adjective
centralised; 11; 3.17; adjective
googly; 6; 3.17; adverb
duelling; 8; 3.17; verb
behavioural; 11; 3.16; adjective
flavouring; 10; 3.16; noun
appetising; 10; 3.15; adjective
medallists; 10; 3.15; noun
localised; 9; 3.15; adjective
modernising; 11; 3.15; verb
nought; 6; 3.15; adjective
subsidise; 9; 3.15; verb
vaporiser; 9; 3.15; name
rota; 4; 3.15; noun
aubergines; 10; 3.15; noun
baptised; 8; 3.14; verb
globalisation; 13; 3.14; noun
vigour; 6; 3.14; noun
specialising; 12; 3.14; verb
sombre; 6; 3.13; adjective
epicentre; 9; 3.13; noun
symbolise; 9; 3.13; verb
behaviours; 10; 3.12; noun
savour; 6; 3.12; verb
odour; 5; 3.12; noun
plonk; 5; 3.12; verb
pedalling; 9; 3.12; verb
paedophiles; 11; 3.12; noun
manoeuvres; 10; 3.11; noun
labourers; 9; 3.11; noun
nationalised; 12; 3.11; verb
caramelise; 10; 3.11; verb
labourer; 8; 3.1; noun
defenceless; 11; 3.1; adjective
lollies; 7; 3.1; noun
chequered; 9; 3.1; adjective
emphasised; 10; 3.1; verb
symbolises; 10; 3.1; verb
jewellers; 9; 3.09; noun
loos; 4; 3.08; noun
moulding; 8; 3.08; noun
pongy; 5; 3.08; adjective
marginalised; 12; 3.08; verb
harbours; 8; 3.08; noun
rumoured; 8; 3.07; verb
honouring; 9; 3.07; verb
privatised; 10; 3.07; verb
unravelling; 11; 3.07; adjective
immortalised; 12; 3.06; verb
focussed; 8; 3.06; verb
utilised; 8; 3.06; verb
woollen; 7; 3.06; noun
emphasising; 11; 3.06; verb
maisonette; 10; 3.06; noun
mobilise; 8; 3.06; verb
orthopaedic; 11; 3.05; adjective
flatmate; 8; 3.05; noun
stabilising; 11; 3.04; verb
greys; 5; 3.04; noun
whiffy; 6; 3.03; adjective
penalise; 8; 3.03; verb
unspoilt; 8; 3.03; adjective
hypnotised; 10; 3.03; verb
practises; 9; 3.03; verb
finalised; 9; 3.02; verb
shovelling; 10; 3.02; verb
authorisation; 13; 3.02; noun
demeanour; 9; 3.02; noun
foetus; 6; 3.02; noun
industrialised; 14; 3.01; adjective
privatise; 9; 3.01; verb
scrutinising; 12; 3.01; verb
armoury; 7; 3.01; noun
corrie; 6; 3.01; name
meagre; 6; 3.01; noun
sussed; 6; 3.01; verb
characterise; 12; 3; verb
totalling; 9; 3; verb
maximising; 10; 3; verb
mobilised; 9; 3; verb
travels; 7; 4; noun
firmly; 6; 4; adverb
frustration; 11; 4; noun
bastard; 7; 4; noun
boiler; 6; 4; noun
dated; 5; 4; verb
sack; 4; 4; noun
dump; 4; 4; verb
cooks; 5; 4; noun
dragged; 7; 4; verb
hurting; 7; 4; verb
questioned; 10; 4; verb
footballer; 10; 4; noun
jade; 4; 4; name
excess; 6; 4; noun
academic; 8; 4; adjective
visual; 6; 4; adjective
beams; 5; 4; noun
cracked; 7; 4; verb
organic; 7; 4; adjective
banquet; 7; 4; noun
melt; 4; 4; verb
costing; 7; 4; verb
neat; 4; 4; adjective
cocktail; 8; 4; noun
lungs; 5; 4; noun
pip; 3; 4; name
indication; 10; 4; noun
apprentice; 10; 4; noun
lightning; 9; 4; noun
rhyme; 5; 4; noun
throne; 6; 4; noun
expressed; 9; 4; verb
penalties; 9; 4; noun
arrangement; 11; 4; noun
olds; 4; 4; noun
bolt; 4; 4; noun
torture; 7; 4; verb
dairy; 5; 4; noun
holder; 6; 4; noun
misery; 6; 4; noun
challenged; 10; 4; verb
fighters; 8; 4; noun
offensive; 9; 4; adjective
pearl; 5; 4; noun
muffin; 6; 4; name
widespread; 10; 4; adjective
dreaming; 8; 4; verb
slap; 4; 4; noun
involvement; 11; 4; noun
lifting; 7; 4; verb
dumped; 6; 4; verb
dies; 4; 4; verb
strain; 6; 4; noun
silk; 4; 4; noun
dirt; 4; 4; noun
mash; 4; 4; noun
lighting; 8; 4; noun
fantasy; 7; 4; noun
transition; 10; 4; noun
attempted; 9; 4; verb
pathetic; 8; 4; adjective
trials; 6; 4; noun
wipe; 4; 4; verb
amazingly; 9; 3.99; adverb
battles; 7; 3.99; noun
directed; 8; 3.99; verb
bacteria; 8; 3.99; noun
consideration; 13; 3.99; noun
briefly; 7; 3.99; adverb
brutal; 6; 3.99; adjective
hardy; 5; 3.99; name
movements; 9; 3.99; noun
fishermen; 9; 3.99; noun
sufficient; 10; 3.99; adjective
charging; 8; 3.99; verb
establishment; 13; 3.99; noun
fragile; 7; 3.99; adjective
smashing; 8; 3.99; verb
spotlight; 9; 3.99; noun
jerry; 5; 3.99; name
heirs; 5; 3.99; noun
rocky; 5; 3.99; name
fever; 5; 3.99; noun
insist; 6; 3.99; verb
seasons; 7; 3.99; noun
wounded; 7; 3.99; verb
preserve; 8; 3.99; verb
staring; 7; 3.99; verb
exceptional; 11; 3.99; adjective
instantly; 9; 3.99; adverb
addressed; 9; 3.99; verb
attraction; 10; 3.99; noun
nut; 3; 3.99; noun
chart; 5; 3.99; noun
donkey; 6; 3.99; noun
aiming; 6; 3.99; verb
expertise; 9; 3.99; noun
google; 6; 3.99; name
millionaire; 11; 3.99; noun
mister; 6; 3.99; name
crap; 4; 3.99; noun
porter; 6; 3.99; name
accidents; 9; 3.99; noun
dash; 4; 3.99; noun
enthusiastic; 12; 3.99; adjective
saboteur; 8; 3.99; name
pine; 4; 3.99; verb
describes; 9; 3.99; verb
photographer; 12; 3.99; noun
separated; 9; 3.99; verb
vanilla; 7; 3.99; noun
strawberry; 10; 3.99; noun
convert; 7; 3.99; verb
destiny; 7; 3.99; noun
description; 11; 3.99; noun
crews; 5; 3.99; noun
crops; 5; 3.99; noun
organ; 5; 3.99; noun
producers; 9; 3.99; noun
catalogue; 9; 3.99; noun
industries; 10; 3.98; noun
singers; 7; 3.98; noun
controversy; 11; 3.98; noun
soviet; 6; 3.98; adjective
plug; 4; 3.98; noun
spiritual; 9; 3.98; adjective
foods; 5; 3.98; noun
hare; 4; 3.98; name
pouring; 7; 3.98; verb
reflected; 9; 3.98; verb
cooler; 6; 3.98; noun
electrical; 10; 3.98; adjective
lovers; 6; 3.98; noun
parsley; 7; 3.98; noun
swan; 4; 3.98; noun
practically; 11; 3.98; adverb
minded; 6; 3.98; verb
offences; 8; 3.98; noun
confusing; 9; 3.98; adjective
amber; 5; 3.98; name
mechanism; 9; 3.98; noun
spicy; 5; 3.98; noun
loser; 5; 3.98; noun
spray; 5; 3.98; noun
dizzy; 5; 3.98; name
institute; 9; 3.98; name
poppy; 5; 3.98; name
shade; 5; 3.98; noun
slower; 6; 3.98; adjective
staircase; 9; 3.98; noun
corporate; 9; 3.98; adjective
flexible; 8; 3.98; adjective
strings; 7; 3.98; noun
fond; 4; 3.98; adjective
emperor; 7; 3.98; name
gods; 4; 3.98; noun
reflection; 10; 3.98; noun
vampire; 7; 3.98; noun
dinosaur; 8; 3.98; noun
examine; 7; 3.98; verb
opinions; 8; 3.98; noun
substance; 9; 3.98; noun
advise; 6; 3.98; verb
pencil; 6; 3.98; noun
beard; 5; 3.98; noun
telescope; 9; 3.98; noun
worms; 5; 3.98; noun
fare; 4; 3.98; noun
thumbs; 6; 3.98; noun
puree; 5; 3.98; noun
cock; 4; 3.98; noun
drawer; 6; 3.98; noun
expense; 7; 3.98; noun
interviewed; 11; 3.98; verb
collar; 6; 3.98; noun
carriage; 8; 3.98; noun
civilians; 9; 3.98; noun
loyal; 5; 3.98; adjective
publish; 7; 3.98; verb
closure; 7; 3.98; noun
novels; 6; 3.98; noun
appealing; 9; 3.98; verb
guinea; 6; 3.98; noun
mediterranean; 13; 3.98; name
reply; 5; 3.98; noun
spices; 6; 3.98; noun
overwhelming; 12; 3.98; adjective
dramatically; 12; 3.98; adverb
swept; 5; 3.98; verb
understands; 11; 3.98; verb
finishes; 8; 3.98; verb
greens; 6; 3.98; noun
custody; 7; 3.97; noun
determine; 9; 3.97; verb
blimey; 6; 3.97; name
cracks; 6; 3.97; noun
grain; 5; 3.97; noun
fabric; 6; 3.97; noun
stylish; 7; 3.97; adjective
egghead; 7; 3.97; name
approved; 8; 3.97; verb
legitimate; 10; 3.97; adjective
risen; 5; 3.97; verb
specially; 9; 3.97; adverb
patterns; 8; 3.97; noun
fork; 4; 3.97; noun
sovereign; 9; 3.97; adjective
thy; 3; 3.97; noun
strawberries; 12; 3.97; noun
argued; 6; 3.97; verb
badger; 6; 3.97; noun
circuit; 7; 3.97; noun
enable; 6; 3.97; verb
fierce; 6; 3.97; adjective
edges; 5; 3.97; noun
significance; 12; 3.97; noun
categories; 10; 3.97; noun
earl; 4; 3.97; name
sour; 4; 3.97; adjective
commentary; 10; 3.97; noun
debates; 7; 3.97; noun
facility; 8; 3.97; noun
gray; 4; 3.97; name
expenditure; 11; 3.97; noun
traders; 7; 3.97; noun
liar; 4; 3.97; noun
encounter; 9; 3.97; noun
boiling; 7; 3.97; verb
cups; 4; 3.97; noun
lulu; 4; 3.97; name
profession; 10; 3.97; noun
thumb; 5; 3.97; noun
goodnight; 9; 3.97; name
introduction; 12; 3.97; noun
circles; 7; 3.97; noun
implications; 12; 3.97; noun
regarding; 9; 3.97; verb
visitor; 7; 3.97; noun
fashionable; 11; 3.97; adjective
historian; 9; 3.97; noun
switched; 8; 3.97; verb
export; 6; 3.97; noun
tucked; 6; 3.97; verb
headline; 8; 3.97; noun
chapter; 7; 3.97; noun
nursing; 7; 3.97; noun
unacceptable; 12; 3.97; adjective
striker; 7; 3.97; noun
methods; 7; 3.97; noun
pressing; 8; 3.97; verb
scam; 4; 3.97; noun
mills; 5; 3.97; name
undercover; 10; 3.97; adjective
loses; 5; 3.97; verb
surviving; 9; 3.97; verb
plaster; 7; 3.97; noun
significantly; 13; 3.97; adverb
earliest; 8; 3.97; adjective
educated; 8; 3.97; verb
furious; 7; 3.97; adjective
lasted; 6; 3.97; verb
admire; 6; 3.97; verb
beings; 6; 3.97; noun
junk; 4; 3.97; noun
vice; 4; 3.97; noun
contribute; 10; 3.97; verb
fitness; 7; 3.97; noun
sandwiches; 10; 3.97; noun
starred; 7; 3.97; verb
hopeful; 7; 3.97; adjective
mixing; 6; 3.97; verb
pad; 3; 3.97; noun
tissue; 6; 3.97; noun
beam; 4; 3.97; noun
initiative; 10; 3.97; noun
studied; 7; 3.97; verb
pressed; 7; 3.97; verb
retire; 6; 3.97; verb
coronation; 10; 3.97; name
heath; 5; 3.96; name
insane; 6; 3.96; adjective
waving; 6; 3.96; verb
download; 8; 3.96; name
drums; 5; 3.96; noun
piss; 4; 3.96; noun
rider; 5; 3.96; noun
essence; 7; 3.96; noun
horizon; 7; 3.96; noun
stiff; 5; 3.96; adjective
tons; 4; 3.96; noun
trout; 5; 3.96; noun
tales; 5; 3.96; noun
hired; 5; 3.96; verb
reign; 5; 3.96; noun
respected; 9; 3.96; verb
factors; 7; 3.96; noun
jar; 3; 3.96; noun
yummy; 5; 3.96; adjective
pursue; 6; 3.96; verb
adviser; 7; 3.96; noun
defensive; 9; 3.96; adjective
interviews; 10; 3.96; noun
incidents; 9; 3.96; noun
clinical; 8; 3.96; adjective
leak; 4; 3.96; noun
matched; 7; 3.96; verb
icing; 5; 3.96; noun
pilots; 6; 3.96; noun
wreck; 5; 3.96; noun
brooch; 6; 3.96; noun
bump; 4; 3.96; noun
buttons; 7; 3.96; noun
corridor; 8; 3.96; noun
buck; 4; 3.96; noun
needing; 7; 3.96; verb
solicitor; 9; 3.96; noun
visible; 7; 3.96; adjective
float; 5; 3.96; verb
flown; 5; 3.96; verb
grabbed; 7; 3.96; verb
tasted; 6; 3.96; verb
drill; 5; 3.96; noun
triple; 6; 3.96; adjective
watches; 7; 3.96; noun
butterflies; 11; 3.96; noun
blah; 4; 3.96; noun
constitutional; 14; 3.96; adjective
sights; 6; 3.96; noun
chick; 5; 3.96; noun
theirs; 6; 3.96; pronoun
granddad; 8; 3.96; noun
grandparents; 12; 3.96; noun
comparison; 10; 3.96; noun
conservatory; 12; 3.96; noun
convincing; 10; 3.96; adjective
located; 7; 3.96; verb
automatic; 9; 3.96; adjective
raises; 6; 3.96; verb
senses; 6; 3.96; noun
definite; 8; 3.96; adjective
physics; 7; 3.96; noun
allies; 6; 3.96; noun
noises; 6; 3.96; noun
pony; 4; 3.96; noun
sin; 3; 3.96; noun
skipper; 7; 3.96; noun
hedge; 5; 3.96; noun
hen; 3; 3.96; noun
recycling; 9; 3.96; verb
ambassador; 10; 3.96; noun
resident; 8; 3.96; noun
rebuild; 7; 3.96; verb
beats; 5; 3.96; verb
blows; 5; 3.96; noun
torn; 4; 3.96; verb
doubts; 6; 3.96; noun
premises; 8; 3.96; noun
acted; 5; 3.95; verb
cautious; 8; 3.95; adjective
hood; 4; 3.95; name
loaded; 6; 3.95; verb
regions; 7; 3.95; noun
campaigners; 11; 3.95; noun
swinging; 8; 3.95; verb
heights; 7; 3.95; noun
printed; 7; 3.95; verb
daft; 4; 3.95; noun
dickens; 7; 3.95; name
fuss; 4; 3.95; noun
theft; 5; 3.95; noun
skilled; 7; 3.95; adjective
hence; 5; 3.95; adverb
comeback; 8; 3.95; noun
banging; 7; 3.95; verb
demonstration; 13; 3.95; noun
rebel; 5; 3.95; noun
wheat; 5; 3.95; noun
inspire; 7; 3.95; verb
breakthrough; 12; 3.95; noun
cancel; 6; 3.95; verb
awareness; 9; 3.95; noun
chemistry; 9; 3.95; noun
gut; 3; 3.95; noun
improvements; 12; 3.95; noun
treats; 6; 3.95; verb
cops; 4; 3.95; noun
approached; 10; 3.95; verb
stressful; 9; 3.95; adjective
bombing; 7; 3.95; noun
cape; 4; 3.95; name
cousins; 7; 3.95; noun
ministerial; 11; 3.95; adjective
roller; 6; 3.95; noun
dock; 4; 3.95; noun
battling; 8; 3.95; verb
legally; 7; 3.95; adverb
approval; 8; 3.95; noun
developments; 12; 3.95; noun
gem; 3; 3.95; noun
insisted; 8; 3.95; verb
intriguing; 10; 3.95; adjective
offenders; 9; 3.95; noun
whales; 6; 3.95; noun
transformation; 14; 3.95; noun
appearing; 9; 3.95; verb
khan; 4; 3.95; name
outdoor; 7; 3.95; adjective
defeated; 8; 3.95; verb
hint; 4; 3.95; noun
myth; 4; 3.95; noun
crocodile; 9; 3.95; noun
efficiency; 10; 3.95; noun
errors; 6; 3.95; noun
zing; 4; 3.95; name
ignored; 7; 3.95; verb
sends; 5; 3.95; verb
utility; 7; 3.95; noun
businessman; 11; 3.95; noun
immense; 7; 3.95; adjective
canvas; 6; 3.95; noun
inspiring; 9; 3.95; adjective
victor; 6; 3.95; name
bent; 4; 3.95; adjective
fatal; 5; 3.95; adjective
residential; 11; 3.95; adjective
rushed; 6; 3.95; verb
tends; 5; 3.95; verb
ant; 3; 3.95; noun
hah; 3; 3.95; noun
defender; 8; 3.95; noun
graduate; 8; 3.95; noun
mist; 4; 3.95; noun
camping; 7; 3.95; verb
recommendations; 15; 3.95; noun
responsibilities; 16; 3.95; noun
comprehensive; 13; 3.94; adjective
smiles; 6; 3.94; noun
corn; 4; 3.94; noun
ballot; 6; 3.94; noun
riot; 4; 3.94; noun
grams; 5; 3.94; noun
parish; 6; 3.94; noun
staggering; 10; 3.94; adjective
ankle; 5; 3.94; noun
riders; 6; 3.94; noun
apparent; 8; 3.94; adjective
constitution; 12; 3.94; noun
wears; 5; 3.94; verb
clinic; 6; 3.94; noun
lawn; 4; 3.94; noun
qualify; 7; 3.94; verb
sizes; 5; 3.94; noun
borrowed; 8; 3.94; verb
charts; 6; 3.94; noun
shells; 6; 3.94; noun
popping; 7; 3.94; verb
responded; 9; 3.94; verb
sentenced; 9; 3.94; verb
intensive; 9; 3.94; adjective
sacked; 6; 3.94; verb
credible; 8; 3.94; adjective
scrutiny; 8; 3.94; noun
wiped; 5; 3.94; verb
casualties; 10; 3.94; noun
lands; 5; 3.94; noun
rally; 5; 3.94; noun
regiment; 8; 3.94; noun
questioning; 11; 3.94; verb
seized; 6; 3.94; verb
structures; 10; 3.94; noun
exception; 9; 3.94; noun
massively; 9; 3.94; adverb
warrior; 7; 3.94; noun
expectation; 11; 3.94; noun
sole; 4; 3.94; adjective
passage; 7; 3.94; noun
booze; 5; 3.94; noun
curtains; 8; 3.94; noun
kidney; 6; 3.94; noun
lining; 6; 3.94; verb
packing; 7; 3.94; verb
ties; 4; 3.94; noun
toll; 4; 3.94; noun
calf; 4; 3.94; noun
occurred; 8; 3.94; verb
halt; 4; 3.94; noun
sentences; 9; 3.94; noun
photography; 11; 3.94; noun
pose; 4; 3.94; verb
approximately; 13; 3.94; adverb
concentrating; 13; 3.94; verb
existed; 7; 3.94; verb
fort; 4; 3.94; noun
witnessed; 9; 3.94; verb
emerge; 6; 3.94; verb
purposes; 8; 3.94; noun
reminded; 8; 3.94; verb
cigarettes; 10; 3.94; noun
nevertheless; 12; 3.94; adverb
premium; 7; 3.94; noun
squirrel; 8; 3.94; noun
contender; 9; 3.94; noun
judged; 6; 3.94; verb
perfume; 7; 3.94; noun
gran; 4; 3.94; noun
membership; 10; 3.94; noun
sweets; 6; 3.94; noun
duties; 6; 3.93; noun
feared; 6; 3.93; verb
nicer; 5; 3.93; adjective
insight; 7; 3.93; noun
mug; 3; 3.93; noun
pacific; 7; 3.93; name
worlds; 6; 3.93; noun
directors; 9; 3.93; noun
thunder; 7; 3.93; noun
estates; 7; 3.93; noun
reaches; 7; 3.93; verb
vessel; 6; 3.93; noun
notion; 6; 3.93; noun
solved; 6; 3.93; verb
cider; 5; 3.93; noun
claws; 5; 3.93; noun
provision; 9; 3.93; noun
selfish; 7; 3.93; adjective
tummy; 5; 3.93; noun
nickname; 8; 3.93; noun
ownership; 9; 3.93; noun
pupil; 5; 3.93; noun
automatically; 13; 3.93; adverb
defenders; 9; 3.93; noun
rabbits; 7; 3.93; noun
chin; 4; 3.93; noun
confer; 6; 3.93; verb
alright; 7; 3.93; name
bridges; 7; 3.93; noun
glen; 4; 3.93; name
crushed; 7; 3.93; verb
persuaded; 9; 3.93; verb
hallway; 7; 3.93; noun
installed; 9; 3.93; verb
liking; 6; 3.93; verb
messed; 6; 3.93; verb
litter; 6; 3.93; noun
reveals; 7; 3.93; verb
copies; 6; 3.93; noun
pressures; 9; 3.93; noun
suck; 4; 3.93; verb
counted; 7; 3.93; verb
flames; 6; 3.93; noun
cheek; 5; 3.93; noun
principal; 9; 3.93; adjective
ancestors; 9; 3.93; noun
trunk; 5; 3.93; noun
users; 5; 3.93; noun
costumes; 8; 3.93; noun
sheets; 6; 3.93; noun
monitoring; 10; 3.93; verb
islamic; 7; 3.93; adjective
needle; 6; 3.93; noun
pulse; 5; 3.93; noun
wonders; 7; 3.93; noun
carat; 5; 3.93; noun
ballroom; 8; 3.93; noun
branches; 8; 3.93; noun
highlands; 9; 3.93; name
ducks; 5; 3.93; noun
consequence; 11; 3.93; noun
mason; 5; 3.93; name
puzzle; 6; 3.93; noun
triangle; 8; 3.93; noun
delayed; 7; 3.93; verb
typically; 9; 3.93; adverb
venture; 7; 3.93; noun
bouncing; 8; 3.93; verb
robust; 6; 3.93; adjective
spends; 6; 3.93; verb
employ; 6; 3.93; verb
acre; 4; 3.93; noun
guidance; 8; 3.93; noun
poster; 6; 3.93; noun
diplomatic; 10; 3.93; adjective
tenants; 7; 3.93; noun
legendary; 9; 3.93; adjective
lolly; 5; 3.93; adverb
planets; 7; 3.93; noun
blanket; 7; 3.93; noun
bailey; 6; 3.92; name
publicity; 9; 3.92; noun
squash; 6; 3.92; noun
loch; 4; 3.92; name
manor; 5; 3.92; noun
bicycle; 7; 3.92; noun
occupied; 8; 3.92; verb
goats; 5; 3.92; noun
pledge; 6; 3.92; noun
dynamic; 7; 3.92; adjective
implement; 9; 3.92; verb
laughed; 7; 3.92; verb
personnel; 9; 3.92; noun
warren; 6; 3.92; name
breakdown; 9; 3.92; noun
sacred; 6; 3.92; adjective
sweetie; 7; 3.92; noun
revolutionary; 13; 3.92; adjective
aimed; 5; 3.92; verb
prospects; 9; 3.92; noun
purse; 5; 3.92; noun
wisdom; 6; 3.92; noun
lively; 6; 3.92; adjective
thirds; 6; 3.92; noun
troubled; 8; 3.92; adjective
workforce; 9; 3.92; noun
solutions; 9; 3.92; noun
barbecue; 8; 3.92; noun
burned; 6; 3.92; verb
discount; 8; 3.92; noun
marching; 8; 3.92; verb
resigned; 8; 3.92; verb
sensational; 11; 3.92; adjective
diagnosed; 9; 3.92; verb
pills; 5; 3.92; noun
roasted; 7; 3.92; adjective
bark; 4; 3.92; noun
crush; 5; 3.92; verb
grid; 4; 3.92; noun
routes; 6; 3.92; noun
eyed; 4; 3.92; verb
guessed; 7; 3.92; verb
assuming; 8; 3.92; verb
clash; 5; 3.92; noun
louder; 6; 3.92; adverb
speculation; 11; 3.92; noun
blonde; 6; 3.92; adjective
ideally; 7; 3.92; adverb
rowing; 6; 3.92; noun
devices; 7; 3.92; noun
hazel; 5; 3.92; name
miniature; 9; 3.92; adjective
presidential; 12; 3.92; adjective
starring; 8; 3.92; verb
upsetting; 9; 3.92; verb
polar; 5; 3.92; adjective
shorter; 7; 3.92; adjective
dependent; 9; 3.92; adjective
filthy; 6; 3.92; adjective
repeated; 8; 3.92; verb
shortage; 8; 3.92; noun
bowling; 7; 3.92; noun
coins; 5; 3.92; noun
fascinated; 10; 3.92; verb
horrendous; 10; 3.92; adjective
paste; 5; 3.92; noun
endless; 7; 3.92; adjective
bugs; 4; 3.92; noun
exams; 5; 3.92; noun
preferred; 9; 3.92; verb
hers; 4; 3.92; noun
puff; 4; 3.92; noun
divine; 6; 3.92; adjective
guts; 4; 3.92; noun
charley; 7; 3.92; name
flags; 5; 3.92; noun
poorly; 6; 3.92; adverb
regardless; 10; 3.92; adverb
relaxing; 8; 3.92; verb
scales; 6; 3.92; noun
casualty; 8; 3.92; noun
horns; 5; 3.92; noun
hotels; 6; 3.92; noun
mackerel; 8; 3.92; noun
therapy; 7; 3.92; noun
vases; 5; 3.92; noun
poison; 6; 3.92; noun
retailers; 9; 3.92; noun
coaches; 7; 3.92; noun
representative; 14; 3.92; noun
trainer; 7; 3.92; noun
buys; 4; 3.92; verb
famously; 8; 3.92; adverb
hates; 5; 3.92; verb
toot; 4; 3.92; noun
ditch; 5; 3.92; noun
clap; 4; 3.92; verb
revealing; 9; 3.92; verb
scissors; 8; 3.92; noun
boogie; 6; 3.92; name
produces; 8; 3.92; verb
proposing; 9; 3.92; verb
towers; 6; 3.92; noun
maintained; 10; 3.92; verb
associate; 9; 3.91; verb
dart; 4; 3.91; noun
dialogue; 8; 3.91; noun
formidable; 10; 3.91; adjective
blessed; 7; 3.91; verb
sections; 8; 3.91; noun
cookery; 7; 3.91; noun
transferred; 11; 3.91; verb
investigations; 14; 3.91; noun
cheating; 8; 3.91; noun
sneak; 5; 3.91; verb
rum; 3; 3.91; noun
