Spelling; nchar; LogFreq_Zipf; DomPoS
transmute; 9; 1.65; verb
treacherously; 13; 1.65; adverb
treasurers; 10; 1.65; noun
trillionth; 10; 1.65; noun
trilogies; 9; 1.65; noun
triply; 6; 1.65; adverb
truckles; 8; 1.65; noun
tryptophan; 10; 1.65; noun
twiddled; 8; 1.65; verb
twirler; 7; 1.65; noun
tympanum; 8; 1.65; noun
ultimatums; 10; 1.65; noun
umbel; 5; 1.65; noun
umpired; 7; 1.65; verb
unarguably; 10; 1.65; adverb
unauthorized; 12; 1.65; adjective
unbidden; 8; 1.65; adjective
unbridgeable; 12; 1.65; adjective
unclench; 8; 1.65; name
unconquered; 11; 1.65; adjective
uncorrupted; 11; 1.65; adjective
uncountable; 11; 1.65; adjective
uncross; 7; 1.65; verb
undercard; 9; 1.65; noun
understates; 11; 1.65; verb
undisguised; 11; 1.65; adjective
undulate; 8; 1.65; verb
unevenness; 10; 1.65; noun
unexamined; 10; 1.65; adjective
unflagging; 10; 1.65; adjective
ungoverned; 10; 1.65; adjective
ungraded; 8; 1.65; adjective
ungrammatical; 13; 1.65; adjective
unguents; 8; 1.65; noun
unguided; 8; 1.65; adjective
ungulate; 8; 1.65; adjective
unicameral; 10; 1.65; adjective
unmodified; 10; 1.65; adjective
unmolested; 10; 1.65; adjective
unpicks; 7; 1.65; verb
unrepeatable; 12; 1.65; adjective
unsanctioned; 12; 1.65; adjective
unsaturated; 11; 1.65; adjective
unseasoned; 10; 1.65; adjective
unsecure; 8; 1.65; adjective
unselfishly; 11; 1.65; adverb
unsettles; 9; 1.65; verb
unvaccinated; 12; 1.65; adjective
urinalysis; 10; 1.65; noun
vainglory; 9; 1.65; name
valedictorian; 13; 1.65; noun
vegetating; 10; 1.65; verb
ventral; 7; 1.65; adjective
verandas; 8; 1.65; noun
vesting; 7; 1.65; verb
vicuna; 6; 1.65; noun
viol; 4; 1.65; noun
violators; 9; 1.65; noun
voc; 3; 1.65; name
voiding; 7; 1.65; verb
voltmeter; 9; 1.65; noun
voluptuousness; 14; 1.65; noun
vulgarly; 8; 1.65; adverb
vulpine; 7; 1.65; noun
wackiness; 9; 1.65; noun
wattles; 7; 1.65; noun
wearied; 7; 1.65; verb
weatherboarding; 15; 1.65; noun
wedgy; 5; 1.65; noun
weekender; 9; 1.65; noun
weekenders; 10; 1.65; noun
wheedling; 9; 1.65; verb
whiled; 6; 1.65; verb
whined; 6; 1.65; verb
whiskered; 9; 1.65; adjective
winy; 4; 1.65; noun
wising; 6; 1.65; verb
wonks; 5; 1.65; noun
woodlark; 8; 1.65; name
worthily; 8; 1.65; adverb
yachtswoman; 11; 1.65; noun
yahoos; 6; 1.65; name
yakuza; 6; 1.65; name
yaps; 4; 1.65; name
yellower; 8; 1.65; noun
yellowness; 10; 1.65; noun
yeshiva; 7; 1.65; noun
yod; 3; 1.65; noun
yoyo; 4; 1.65; noun
zabaglione; 10; 1.65; noun
zees; 4; 1.65; noun
zounds; 6; 1.65; noun
afterparty; 10; 1.6; noun
airlocks; 8; 1.6; noun
anticoagulants; 14; 1.6; noun
antiretroviral; 14; 1.6; adjective
autofocus; 9; 1.6; noun
backcloth; 9; 1.6; noun
backhouse; 9; 1.6; name
bargeman; 8; 1.6; noun
bathrobes; 9; 1.6; noun
bellflower; 10; 1.6; noun
bigheaded; 9; 1.6; verb
blackjacks; 10; 1.6; noun
blindsided; 10; 1.6; verb
blowhard; 8; 1.6; noun
bookman; 7; 1.6; name
bookstand; 9; 1.6; noun
bottlebrush; 11; 1.6; adjective
bowties; 7; 1.6; noun
breadknife; 10; 1.6; name
breakpoints; 11; 1.6; noun
bullheads; 9; 1.6; noun
busboy; 6; 1.6; noun
bushfire; 8; 1.6; noun
butterbeans; 11; 1.6; noun
butterfish; 10; 1.6; noun
cardholders; 11; 1.6; noun
cartloads; 9; 1.6; noun
cashbox; 7; 1.6; noun
chessman; 8; 1.6; noun
chichi; 6; 1.6; noun
churchgoing; 11; 1.6; verb
clothesline; 11; 1.6; noun
clubman; 7; 1.6; name
cocksuckers; 11; 1.6; noun
coffeemaker; 11; 1.6; noun
cornerback; 10; 1.6; noun
counterargument; 15; 1.6; noun
countertenors; 13; 1.6; noun
cowbells; 8; 1.6; noun
crosshair; 9; 1.6; noun
dayshift; 8; 1.6; noun
daytrip; 7; 1.6; noun
daywear; 7; 1.6; noun
dogcart; 7; 1.6; noun
downshift; 9; 1.6; noun
downspout; 9; 1.6; noun
electroconvulsive; 17; 1.6; adjective
endpoint; 8; 1.6; noun
eyelet; 6; 1.6; noun
eyepieces; 9; 1.6; noun
eyestalk; 8; 1.6; noun
fastball; 8; 1.6; noun
fireplug; 8; 1.6; noun
firestorms; 10; 1.6; noun
flameproof; 10; 1.6; adjective
flatiron; 8; 1.6; name
flatland; 8; 1.6; noun
footbath; 8; 1.6; noun
gastrointestinal; 16; 1.6; adjective
gateposts; 9; 1.6; noun
gravesite; 9; 1.6; noun
greenroom; 9; 1.6; noun
gulfstream; 10; 1.6; name
gumdrops; 8; 1.6; noun
gunfights; 9; 1.6; noun
handclap; 8; 1.6; noun
hangdog; 7; 1.6; noun
hardboiled; 10; 1.6; verb
hayride; 7; 1.6; name
headshot; 8; 1.6; noun
highflying; 10; 1.6; adjective
horseflies; 10; 1.6; noun
housemaster; 11; 1.6; noun
hundredfold; 11; 1.6; adverb
hydroelectricity; 16; 1.6; noun
intercompany; 12; 1.6; noun
interconnectivity; 17; 1.6; noun
ironmasters; 11; 1.6; noun
jackrabbits; 11; 1.6; noun
jetski; 6; 1.6; noun
knockbacks; 10; 1.6; noun
layover; 7; 1.6; noun
leatherjacket; 13; 1.6; noun
leatherwork; 11; 1.6; noun
legwarmer; 9; 1.6; name
loincloths; 10; 1.6; noun
lovechild; 9; 1.6; noun
lowball; 7; 1.6; noun
manhunts; 8; 1.6; noun
mapmakers; 9; 1.6; noun
masterworks; 11; 1.6; noun
meatheads; 9; 1.6; noun
minesweeping; 12; 1.6; noun
minuteman; 9; 1.6; noun
multibillionaire; 16; 1.6; noun
multifaceted; 12; 1.6; adjective
nevermore; 9; 1.6; name
newsboy; 7; 1.6; noun
nitpicking; 10; 1.6; verb
noncommittal; 12; 1.6; adjective
oilmen; 6; 1.6; noun
outbox; 6; 1.6; noun
outfitting; 10; 1.6; noun
outspent; 8; 1.6; adjective
outsprinted; 11; 1.6; verb
outdoorsman; 11; 1.6; noun
outerwear; 9; 1.6; noun
overact; 7; 1.6; verb
overfeed; 8; 1.6; verb
overfeeding; 11; 1.6; verb
overgrowing; 11; 1.6; verb
overhyped; 9; 1.6; verb
overproduction; 14; 1.6; noun
overrode; 8; 1.6; verb
overselling; 11; 1.6; verb
oversimplifying; 15; 1.6; verb
overstuffed; 11; 1.6; adjective
overwintered; 12; 1.6; verb
oxblood; 7; 1.6; noun
passersby; 9; 1.6; noun
payphones; 9; 1.6; noun
peepshow; 8; 1.6; noun
penman; 6; 1.6; name
pinholes; 8; 1.6; noun
pinecones; 9; 1.6; noun
placeholder; 11; 1.6; noun
plasterboards; 13; 1.6; noun
ploughboy; 9; 1.6; noun
porterhouse; 11; 1.6; name
potbellied; 10; 1.6; adjective
powerboats; 10; 1.6; noun
predeceased; 11; 1.6; verb
prepubescent; 12; 1.6; adjective
puffballs; 9; 1.6; noun
ratepayer; 9; 1.6; noun
redwing; 7; 1.6; verb
rowlocks; 8; 1.6; noun
rubberneckers; 13; 1.6; noun
rubbernecking; 13; 1.6; verb
sandbar; 7; 1.6; noun
schoolbags; 10; 1.6; noun
screenwriting; 13; 1.6; verb
seaports; 8; 1.6; noun
shamefaced; 10; 1.6; verb
shipworm; 8; 1.6; noun
sidelining; 10; 1.6; verb
sideswiped; 10; 1.6; verb
skyways; 7; 1.6; noun
sleazebag; 9; 1.6; noun
slipshod; 8; 1.6; adjective
smokestacks; 11; 1.6; noun
snakebites; 10; 1.6; noun
spacewalks; 10; 1.6; noun
spearfish; 9; 1.6; adjective
stockpot; 8; 1.6; noun
stockyard; 9; 1.6; noun
straightway; 11; 1.6; noun
stuntwoman; 10; 1.6; noun
sunbirds; 8; 1.6; noun
sunray; 6; 1.6; name
swearwords; 10; 1.6; noun
tearjerker; 10; 1.6; noun
teenybopper; 11; 1.6; noun
timesheets; 10; 1.6; noun
toolboxes; 9; 1.6; noun
townsmen; 8; 1.6; noun
trenchcoat; 10; 1.6; noun
turnoff; 7; 1.6; noun
undercooking; 12; 1.6; verb
underrepresentation; 19; 1.6; noun
unsportsmanlike; 15; 1.6; adjective
washtub; 7; 1.6; noun
waypoints; 9; 1.6; noun
weathergirl; 11; 1.6; noun
weaverbird; 10; 1.6; noun
weekending; 10; 1.6; verb
wherewith; 9; 1.6; noun
whiteface; 9; 1.6; name
whorehouses; 11; 1.6; noun
wildcards; 9; 1.6; noun
wildfowler; 10; 1.6; noun
windbreaks; 10; 1.6; noun
wineglass; 9; 1.6; noun
wiretap; 7; 1.6; noun
woodworkers; 11; 1.6; noun
yellowlegs; 10; 1.6; noun
yearbooks; 9; 1.6; noun
perforce; 8; 1.6; noun
trackless; 9; 1.6; adjective
bedevil; 7; 1.6; verb
costless; 8; 1.6; adjective
inboxes; 7; 1.6; noun
belying; 7; 1.6; verb
logon; 5; 1.6; noun
inhouse; 7; 1.6; noun
casein; 6; 1.6; noun
aardwolf; 8; 1.6; noun
abandonments; 12; 1.6; noun
absented; 8; 1.6; adjective
absolving; 9; 1.6; verb
abstemious; 10; 1.6; adjective
accordionists; 13; 1.6; noun
accusative; 10; 1.6; noun
acknowledgements; 16; 1.6; noun
actuator; 8; 1.6; noun
adeptly; 7; 1.6; adverb
adjectival; 10; 1.6; adjective
adjoined; 8; 1.6; verb
adjourning; 10; 1.6; verb
admonishing; 11; 1.6; verb
admonitions; 11; 1.6; name
adopter; 7; 1.6; noun
adulteration; 12; 1.6; noun
adventuress; 11; 1.6; noun
agama; 5; 1.6; noun
agriculturalist; 15; 1.6; noun
aircraftman; 11; 1.6; name
aitch; 5; 1.6; noun
alarmism; 8; 1.6; noun
albacore; 8; 1.6; name
alleviates; 10; 1.6; verb
allusive; 8; 1.6; adjective
allying; 7; 1.6; verb
amanuensis; 10; 1.6; noun
ameliorated; 11; 1.6; verb
amide; 5; 1.6; preposition
amontillado; 11; 1.6; name
anagrammatic; 12; 1.6; adjective
ancillaries; 11; 1.6; noun
aniline; 7; 1.6; noun
animatronics; 12; 1.6; noun
anklets; 7; 1.6; noun
anointment; 10; 1.6; noun
antacids; 8; 1.6; noun
antagonisms; 11; 1.6; noun
anthropometries; 15; 1.6; name
antigen; 7; 1.6; noun
antiqued; 8; 1.6; adjective
antirrhinum; 11; 1.6; name
antis; 5; 1.6; noun
anxiousness; 11; 1.6; noun
apocrypha; 9; 1.6; name
appertaining; 12; 1.6; verb
approbation; 11; 1.6; noun
aquiver; 7; 1.6; noun
arcaded; 7; 1.6; adjective
archon; 6; 1.6; name
aridity; 7; 1.6; noun
armhole; 7; 1.6; noun
articled; 8; 1.6; verb
aspirant; 8; 1.6; adjective
assail; 6; 1.6; verb
astringency; 11; 1.6; noun
astronomic; 10; 1.6; adjective
astrophysical; 13; 1.6; adjective
attenuated; 10; 1.6; verb
attesting; 9; 1.6; verb
audaciously; 11; 1.6; adverb
audiology; 9; 1.6; noun
aurochs; 7; 1.6; noun
auroras; 7; 1.6; noun
axels; 5; 1.6; noun
babbled; 7; 1.6; verb
babied; 6; 1.6; verb
bailer; 6; 1.6; noun
baleful; 7; 1.6; adjective
ballyhoo; 8; 1.6; noun
banishes; 8; 1.6; verb
barberry; 8; 1.6; name
barret; 6; 1.6; name
batfish; 7; 1.6; noun
beepers; 7; 1.6; noun
beggary; 7; 1.6; adjective
beguine; 7; 1.6; name
behemoths; 9; 1.6; noun
beiges; 6; 1.6; noun
belittles; 9; 1.6; verb
berried; 7; 1.6; adjective
biffed; 6; 1.6; verb
biffing; 7; 1.6; noun
billowy; 7; 1.6; adjective
bisexuals; 9; 1.6; noun
blabber; 7; 1.6; noun
blennies; 8; 1.6; noun
blitzes; 7; 1.6; noun
blossomy; 8; 1.6; adjective
blushers; 8; 1.6; noun
blustered; 9; 1.6; verb
blusters; 8; 1.6; noun
bmp; 3; 1.6; noun
bobber; 6; 1.6; noun
bobbers; 7; 1.6; noun
bobsledding; 11; 1.6; noun
bodiless; 8; 1.6; adjective
bogy; 4; 1.6; noun
bolds; 5; 1.6; name
bolo; 4; 1.6; name
boogers; 7; 1.6; noun
boogied; 7; 1.6; verb
boogieing; 9; 1.6; verb
boondocks; 9; 1.6; noun
bowsprit; 8; 1.6; noun
bpi; 3; 1.6; name
bratty; 6; 1.6; adjective
bravos; 6; 1.6; noun
braze; 5; 1.6; verb
brigadiers; 10; 1.6; noun
brilliancy; 10; 1.6; noun
bringers; 8; 1.6; noun
brinks; 6; 1.6; name
brinksmanship; 13; 1.6; noun
briquette; 9; 1.6; noun
brochette; 9; 1.6; noun
brokenness; 10; 1.6; noun
bromeliads; 10; 1.6; noun
brooder; 7; 1.6; noun
brouhaha; 8; 1.6; noun
browbeating; 11; 1.6; verb
brownness; 9; 1.6; noun
bruit; 5; 1.6; unclassified
buddle; 6; 1.6; name
buffered; 8; 1.6; verb
buglers; 7; 1.6; noun
bulks; 5; 1.6; verb
bulwarks; 8; 1.6; noun
bumbled; 7; 1.6; verb
bumbles; 7; 1.6; noun
bummers; 7; 1.6; noun
bunkered; 8; 1.6; verb
burette; 7; 1.6; noun
burnishing; 10; 1.6; verb
bursitis; 8; 1.6; noun
burtons; 7; 1.6; name
busies; 6; 1.6; noun
cackled; 7; 1.6; verb
calibrations; 12; 1.6; noun
caner; 5; 1.6; name
canoed; 6; 1.6; verb
cantos; 6; 1.6; name
capably; 7; 1.6; adverb
capsular; 8; 1.6; adjective
carbuncles; 10; 1.6; noun
caricaturists; 13; 1.6; noun
carjackers; 10; 1.6; noun
carrel; 6; 1.6; name
casements; 9; 1.6; noun
catalpa; 7; 1.6; name
catchable; 9; 1.6; adjective
catchier; 8; 1.6; noun
catteries; 9; 1.6; noun
cattleman; 9; 1.6; noun
cavalries; 9; 1.6; noun
cawing; 6; 1.6; noun
centaurus; 9; 1.6; name
cephalopods; 11; 1.6; noun
chafed; 6; 1.6; verb
chaptering; 10; 1.6; noun
charcoaled; 10; 1.6; adjective
chateaus; 8; 1.6; noun
chauvinists; 11; 1.6; noun
cheapening; 10; 1.6; verb
cheeriness; 10; 1.6; noun
cheerless; 9; 1.6; adjective
chewier; 7; 1.6; adjective
chokers; 7; 1.6; noun
choler; 6; 1.6; noun
chording; 8; 1.6; verb
chortling; 9; 1.6; verb
chromatography; 14; 1.6; noun
chroming; 8; 1.6; noun
chubs; 5; 1.6; noun
chuffs; 6; 1.6; name
chunter; 7; 1.6; verb
circuiting; 10; 1.6; verb
clanship; 8; 1.6; noun
clarifications; 14; 1.6; noun
clave; 5; 1.6; noun
clearness; 9; 1.6; noun
clitoral; 8; 1.6; adjective
cloggy; 6; 1.6; adjective
clonked; 7; 1.6; verb
clostridium; 11; 1.6; name
clumber; 7; 1.6; name
clunks; 6; 1.6; verb
coalfish; 8; 1.6; adjective
coarsest; 8; 1.6; adjective
cohere; 6; 1.6; verb
cohesiveness; 12; 1.6; noun
coital; 6; 1.6; adjective
collegial; 9; 1.6; adjective
colonize; 8; 1.6; verb
colorant; 8; 1.6; noun
coltish; 7; 1.6; adjective
columnar; 8; 1.6; noun
combusting; 10; 1.6; verb
comprehended; 12; 1.6; verb
comprehending; 13; 1.6; verb
comps; 5; 1.6; noun
comptroller; 11; 1.6; name
conceits; 8; 1.6; noun
concretion; 10; 1.6; noun
condensate; 10; 1.6; noun
condescended; 12; 1.6; verb
conductress; 11; 1.6; noun
conjectures; 11; 1.6; noun
conquistadores; 14; 1.6; noun
consigns; 8; 1.6; verb
consistencies; 13; 1.6; noun
constructivists; 15; 1.6; noun
consumable; 10; 1.6; adjective
contortion; 10; 1.6; noun
contrarian; 10; 1.6; adjective
conversed; 9; 1.6; verb
conveyors; 9; 1.6; noun
cootie; 6; 1.6; noun
copiers; 7; 1.6; noun
corkage; 7; 1.6; noun
costlier; 8; 1.6; adjective
costuming; 9; 1.6; noun
cottonwood; 10; 1.6; noun
countermand; 11; 1.6; verb
courant; 7; 1.6; name
coverers; 8; 1.6; noun
cowherd; 7; 1.6; name
cowries; 7; 1.6; noun
crabbed; 7; 1.6; adjective
credenza; 8; 1.6; noun
cremating; 9; 1.6; verb
cretinous; 9; 1.6; adjective
crewel; 6; 1.6; noun
croupiers; 9; 1.6; noun
cruse; 5; 1.6; name
crustiness; 10; 1.6; noun
cryogenics; 10; 1.6; noun
cryptographer; 13; 1.6; noun
cuffing; 7; 1.6; noun
cultivates; 10; 1.6; verb
cupronickel; 11; 1.6; noun
curdy; 5; 1.6; adjective
curriculums; 11; 1.6; noun
curtly; 6; 1.6; name
cycloid; 7; 1.6; noun
damndest; 8; 1.6; noun
davenports; 10; 1.6; name
debility; 8; 1.6; noun
decamping; 9; 1.6; verb
decease; 7; 1.6; noun
decongestant; 12; 1.6; adjective
decorously; 10; 1.6; adverb
decrepitude; 11; 1.6; noun
defaming; 8; 1.6; verb
deflector; 9; 1.6; noun
degreaser; 9; 1.6; noun
deigns; 6; 1.6; verb
deleterious; 11; 1.6; adjective
demarcated; 10; 1.6; verb
demotic; 7; 1.6; adjective
denature; 8; 1.6; verb
denatured; 9; 1.6; verb
denigrates; 10; 1.6; verb
denominated; 11; 1.6; verb
deprecated; 10; 1.6; verb
derangement; 11; 1.6; noun
derelicts; 9; 1.6; noun
dermatologists; 14; 1.6; noun
derricks; 8; 1.6; noun
despond; 7; 1.6; noun
determinants; 12; 1.6; noun
deviousness; 11; 1.6; noun
devotedly; 9; 1.6; adverb
diagrammatic; 12; 1.6; adjective
dialectics; 10; 1.6; noun
dibbers; 7; 1.6; noun
dieted; 6; 1.6; verb
dignities; 9; 1.6; noun
diminishment; 12; 1.6; noun
dints; 5; 1.6; noun
diploid; 7; 1.6; adjective
dirties; 7; 1.6; noun
disadvantaging; 14; 1.6; verb
disassociated; 13; 1.6; verb
disassociating; 14; 1.6; verb
disavowed; 9; 1.6; verb
discomforting; 13; 1.6; verb
discomforts; 11; 1.6; noun
discriminant; 12; 1.6; noun
disembowel; 10; 1.6; noun
disenfranchisement; 18; 1.6; noun
disentangled; 12; 1.6; verb
disinterest; 11; 1.6; noun
disinvited; 10; 1.6; verb
disjuncture; 11; 1.6; noun
disobliging; 11; 1.6; verb
dispassion; 10; 1.6; noun
disputable; 10; 1.6; adjective
disqualifying; 13; 1.6; verb
disrupter; 9; 1.6; noun
dissents; 8; 1.6; verb
dissociate; 10; 1.6; verb
dissociated; 11; 1.6; verb
distractors; 11; 1.6; noun
divinities; 10; 1.6; noun
dizziest; 8; 1.6; adjective
dobbing; 7; 1.6; verb
dolorosa; 8; 1.6; name
dominators; 10; 1.6; noun
domo; 4; 1.6; name
doomsayers; 10; 1.6; noun
dragooned; 9; 1.6; verb
draperies; 9; 1.6; noun
dreariness; 10; 1.6; noun
dryad; 5; 1.6; noun
duchesse; 8; 1.6; name
dukedoms; 8; 1.6; noun
durables; 8; 1.6; noun
dustiest; 8; 1.6; adjective
dynamical; 9; 1.6; adjective
dyscalculia; 11; 1.6; noun
dysphoria; 9; 1.6; noun
eagling; 7; 1.6; name
earmarking; 10; 1.6; verb
ebonized; 8; 1.6; verb
ecclesia; 8; 1.6; name
edification; 11; 1.6; noun
eelworm; 7; 1.6; noun
eeriness; 8; 1.6; noun
egotist; 7; 1.6; noun
elicits; 7; 1.6; verb
elucidation; 11; 1.6; noun
emaciation; 10; 1.6; noun
embouchure; 10; 1.6; noun
embroiderers; 12; 1.6; noun
emigrates; 9; 1.6; verb
emulous; 7; 1.6; name
encrypting; 10; 1.6; verb
endorphin; 9; 1.6; noun
endows; 6; 1.6; verb
enervate; 8; 1.6; verb
enlivening; 10; 1.6; verb
enrages; 7; 1.6; verb
entrepreneurism; 15; 1.6; noun
enviably; 8; 1.6; adverb
envying; 7; 1.6; verb
epidemiologist; 14; 1.6; noun
epigraph; 8; 1.6; noun
epiphytes; 9; 1.6; noun
equerries; 9; 1.6; noun
equines; 7; 1.6; verb
equips; 6; 1.6; verb
equivocator; 11; 1.6; noun
erases; 6; 1.6; verb
erectors; 8; 1.6; noun
erotically; 10; 1.6; adverb
erudition; 9; 1.6; noun
escritoire; 10; 1.6; noun
espadrille; 10; 1.6; noun
espaliers; 9; 1.6; noun
eternities; 10; 1.6; noun
ethno; 5; 1.6; noun
etymologically; 14; 1.6; adverb
evasiveness; 11; 1.6; noun
evenness; 8; 1.6; noun
evocatively; 11; 1.6; adverb
exactness; 9; 1.6; noun
exaltation; 10; 1.6; noun
exalting; 8; 1.6; verb
exeunt; 6; 1.6; name
exhalations; 11; 1.6; noun
exhortations; 12; 1.6; noun
exhumations; 11; 1.6; noun
expansiveness; 13; 1.6; noun
expos; 5; 1.6; noun
expressively; 12; 1.6; adverb
extols; 6; 1.6; verb
extractive; 10; 1.6; adjective
extrapolation; 13; 1.6; noun
factionalism; 12; 1.6; noun
fallows; 7; 1.6; name
fanzines; 8; 1.6; noun
fecund; 6; 1.6; adjective
feistier; 8; 1.6; adjective
felonious; 9; 1.6; adjective
feloniously; 11; 1.6; adverb
felted; 6; 1.6; verb
fibrillating; 12; 1.6; verb
fidgeted; 8; 1.6; verb
fifthly; 7; 1.6; adverb
fingerling; 10; 1.6; verb
firelock; 8; 1.6; noun
firer; 5; 1.6; noun
fishier; 7; 1.6; adjective
fixity; 6; 1.6; noun
flabbergasting; 14; 1.6; verb
flagrante; 9; 1.6; noun
flammability; 12; 1.6; noun
flanged; 7; 1.6; verb
flashiest; 9; 1.6; adjective
flatus; 6; 1.6; noun
flippantly; 10; 1.6; adverb
flopper; 7; 1.6; noun
florescent; 10; 1.6; adjective
flowstone; 9; 1.6; noun
fluky; 5; 1.6; adjective
flumes; 6; 1.6; noun
foisting; 8; 1.6; verb
foliar; 6; 1.6; noun
folkie; 6; 1.6; noun
follicular; 10; 1.6; adjective
followings; 10; 1.6; noun
foolscap; 8; 1.6; noun
footedness; 10; 1.6; noun
forelimb; 8; 1.6; noun
foreskins; 9; 1.6; noun
forestalled; 11; 1.6; verb
forfeiting; 10; 1.6; verb
fornicators; 11; 1.6; noun
forsworn; 8; 1.6; verb
fowling; 7; 1.6; verb
foxhunter; 9; 1.6; name
franklins; 9; 1.6; name
fratricide; 10; 1.6; noun
freeloader; 10; 1.6; noun
frictional; 10; 1.6; adjective
frostier; 8; 1.6; adjective
fuddled; 7; 1.6; verb
fudges; 6; 1.6; verb
functionalist; 13; 1.6; adjective
functionary; 11; 1.6; adjective
furbelows; 9; 1.6; noun
furring; 7; 1.6; verb
furthers; 8; 1.6; noun
fussier; 7; 1.6; adjective
gallants; 8; 1.6; noun
galumphing; 10; 1.6; verb
gaped; 5; 1.6; verb
garcons; 7; 1.6; name
garners; 7; 1.6; noun
garrets; 7; 1.6; noun
gaskets; 7; 1.6; noun
gastroenterologist; 18; 1.6; noun
gastronomes; 11; 1.6; noun
gatefold; 8; 1.6; adjective
gestural; 8; 1.6; adjective
giantess; 8; 1.6; noun
giftware; 8; 1.6; noun
gigahertz; 9; 1.6; noun
girdled; 7; 1.6; verb
girt; 4; 1.6; verb
gladiolas; 9; 1.6; noun
glamorously; 11; 1.6; adverb
gleaning; 8; 1.6; verb
glimmered; 9; 1.6; verb
glob; 4; 1.6; noun
globs; 5; 1.6; noun
glorifies; 9; 1.6; verb
glossies; 8; 1.6; noun
glucosamine; 11; 1.6; noun
glumly; 6; 1.6; adverb
glummer; 7; 1.6; noun
gluon; 5; 1.6; noun
gnus; 4; 1.6; noun
goatees; 7; 1.6; noun
godchild; 8; 1.6; noun
goggled; 7; 1.6; verb
gonged; 6; 1.6; verb
goodish; 7; 1.6; adjective
goofiness; 9; 1.6; noun
goosander; 9; 1.6; noun
gourmand; 8; 1.6; noun
gourmets; 8; 1.6; noun
governable; 10; 1.6; adjective
grampus; 7; 1.6; name
grapey; 6; 1.6; adjective
gravitates; 10; 1.6; verb
greediness; 10; 1.6; noun
greenbacks; 10; 1.6; noun
greenies; 8; 1.6; noun
griddles; 8; 1.6; noun
grippers; 8; 1.6; noun
gropes; 6; 1.6; verb
grosses; 7; 1.6; verb
gruesomely; 10; 1.6; adverb
guffaw; 6; 1.6; noun
gulfs; 5; 1.6; noun
gumballs; 8; 1.6; noun
gumming; 7; 1.6; verb
gurnards; 8; 1.6; noun
gymnasia; 8; 1.6; noun
gymslip; 7; 1.6; noun
gyrfalcon; 9; 1.6; noun
hacksaws; 8; 1.6; noun
hairiness; 9; 1.6; noun
hallucinatory; 13; 1.6; adjective
halocline; 9; 1.6; noun
halva; 5; 1.6; noun
handovers; 9; 1.6; noun
handsomer; 9; 1.6; noun
hangmen; 7; 1.6; noun
harmoniums; 10; 1.6; noun
harpsichords; 12; 1.6; noun
hatcheries; 10; 1.6; noun
haycocks; 8; 1.6; noun
hayrick; 7; 1.6; noun
headachy; 8; 1.6; adjective
headstands; 10; 1.6; noun
heartiest; 9; 1.6; adjective
heartlessness; 13; 1.6; noun
heathery; 8; 1.6; noun
hedger; 6; 1.6; noun
heliocentric; 12; 1.6; adjective
hemiplegia; 10; 1.6; noun
heptagon; 8; 1.6; noun
heresies; 8; 1.6; noun
heritability; 12; 1.6; noun
heritable; 9; 1.6; adjective
hewed; 5; 1.6; verb
heydays; 7; 1.6; noun
hiving; 6; 1.6; adjective
hokum; 5; 1.6; noun
holography; 10; 1.6; noun
homeostasis; 11; 1.6; noun
hominids; 8; 1.6; noun
honeycombed; 11; 1.6; verb
hoplite; 7; 1.6; adjective
horologists; 11; 1.6; noun
howitzers; 9; 1.6; noun
hubbies; 7; 1.6; noun
huger; 5; 1.6; noun
humdingers; 10; 1.6; noun
hunchbacked; 11; 1.6; adjective
hungrily; 8; 1.6; adverb
hunkering; 9; 1.6; verb
hurler; 6; 1.6; noun
husbanding; 10; 1.6; verb
hushing; 7; 1.6; verb
husking; 7; 1.6; verb
hussar; 6; 1.6; noun
hypermarket; 11; 1.6; noun
hypnotically; 12; 1.6; adverb
hypochlorite; 12; 1.6; noun
ichthyology; 11; 1.6; noun
idiomatic; 9; 1.6; adjective
idles; 5; 1.6; noun
idolaters; 9; 1.6; noun
ikebana; 7; 1.6; noun
imbibed; 7; 1.6; verb
immerses; 8; 1.6; verb
impassively; 11; 1.6; adverb
impeller; 8; 1.6; name
imperishable; 12; 1.6; adjective
imprisonments; 13; 1.6; noun
impulsivity; 11; 1.6; noun
impute; 6; 1.6; verb
inaudibly; 9; 1.6; name
incapacitation; 14; 1.6; noun
incarnated; 10; 1.6; verb
incoherently; 12; 1.6; adverb
incongruity; 11; 1.6; noun
incontestable; 13; 1.6; adjective
inculcate; 9; 1.6; verb
indemnify; 9; 1.6; verb
ineffable; 9; 1.6; adjective
ineffectiveness; 15; 1.6; noun
infinitives; 11; 1.6; noun
inlaying; 8; 1.6; verb
insensitively; 13; 1.6; adverb
insidiously; 11; 1.6; adverb
inspirer; 8; 1.6; noun
insufferably; 12; 1.6; adverb
insularity; 10; 1.6; noun
interbred; 9; 1.6; verb
interdict; 9; 1.6; noun
interleaving; 12; 1.6; verb
internationalists; 17; 1.6; noun
interrupter; 11; 1.6; name
intimating; 10; 1.6; verb
intoned; 7; 1.6; verb
introducer; 10; 1.6; noun
inviolable; 10; 1.6; adjective
ipomoea; 7; 1.6; noun
irrefutably; 11; 1.6; adverb
irrelevancy; 11; 1.6; noun
islet; 5; 1.6; noun
isopod; 6; 1.6; noun
isotopic; 8; 1.6; adjective
issuance; 8; 1.6; noun
isthmian; 8; 1.6; name
