Spelling; nchar; LogFreq_Zipf; DomPoS
onic; 4; 1.39; adjective
onlys; 5; 1.39; noun
onopordum; 9; 1.39; noun
oofplt; 6; 1.39; noun
oohed; 5; 1.39; verb
oolite; 6; 1.39; adjective
oond; 4; 1.39; verb
ooooohhh; 8; 1.39; name
ooooohhhh; 9; 1.39; name
oooooooo; 8; 1.39; name
ooooooooo; 9; 1.39; name
ooowww; 6; 1.39; name
oors; 4; 1.39; noun
oots; 4; 1.39; noun
openeth; 7; 1.39; verb
operationalise; 14; 1.39; name
ophile; 6; 1.39; noun
ophiuchus; 9; 1.39; name
ophthalmia; 10; 1.39; noun
oppan; 5; 1.39; name
optime; 6; 1.39; noun
orangina; 8; 1.39; name
orbg; 4; 1.39; noun
orderin; 7; 1.39; verb
oresteia; 8; 1.39; name
organoleptic; 12; 1.39; adjective
orientalis; 10; 1.39; noun
orione; 6; 1.39; name
orogeny; 7; 1.39; name
orok; 4; 1.39; name
o'rorke; 7; 1.39; name
orosius; 7; 1.39; name
orror; 5; 1.39; noun
orthoptera; 10; 1.39; name
orthoptist; 10; 1.39; noun
osbern; 6; 1.39; name
osc; 3; 1.39; name
oscope; 6; 1.39; noun
oshima; 6; 1.39; name
osler; 5; 1.39; name
ossenfeffer; 11; 1.39; name
osserman; 8; 1.39; name
ossicles; 8; 1.39; noun
ossobuco; 8; 1.39; noun
osteoplasty; 11; 1.39; adjective
osterreicherin; 14; 1.39; name
ostinato; 8; 1.39; noun
ostuni; 6; 1.39; name
oswell; 6; 1.39; name
othe; 4; 1.39; adjective
o'the; 5; 1.39; name
otho; 4; 1.39; name
otmar; 5; 1.39; name
otoliths; 8; 1.39; noun
ottava; 6; 1.39; name
ottershaw; 9; 1.39; name
ottowa; 6; 1.39; name
ottoway; 7; 1.39; name
ottway; 6; 1.39; name
oublie; 6; 1.39; noun
oude; 4; 1.39; name
oufr; 4; 1.39; noun
oujda; 5; 1.39; name
oujiji; 6; 1.39; name
ouranosaurs; 11; 1.39; name
ouranosaurus; 12; 1.39; name
oursin; 6; 1.39; noun
ouses; 5; 1.39; noun
outa; 4; 1.39; noun
outjump; 7; 1.39; verb
outswim; 7; 1.39; verb
outty; 5; 1.39; adjective
outwood; 7; 1.39; name
overborrowed; 12; 1.39; verb
overclaim; 9; 1.39; noun
overer; 6; 1.39; noun
overfalls; 9; 1.39; noun
overhits; 8; 1.39; verb
overjackpot; 11; 1.39; noun
overmighty; 10; 1.39; adjective
overure; 7; 1.39; noun
oviraptorids; 12; 1.39; name
ovoids; 6; 1.39; noun
owowow; 6; 1.39; noun
oxegen; 6; 1.39; name
oxenford; 8; 1.39; name
oxted; 5; 1.39; name
oxx; 3; 1.39; name
ozar; 4; 1.39; name
ozark; 5; 1.39; name
ozbilen; 7; 1.39; name
p.d.; 4; 1.39; name
paatelainen; 11; 1.39; name
pabs; 4; 1.39; name
pabst; 5; 1.39; name
pachamama; 9; 1.39; name
pachino; 7; 1.39; name
pacifica; 8; 1.39; name
pacini; 6; 1.39; name
pacu; 4; 1.39; noun
paddon; 6; 1.39; name
padgetts; 8; 1.39; name
padiham; 7; 1.39; name
padz; 4; 1.39; name
paefp; 5; 1.39; noun
paese; 5; 1.39; noun
paesi; 5; 1.39; name
pagent; 6; 1.39; noun
pailthorpe; 10; 1.39; name
paing; 5; 1.39; noun
paintin; 7; 1.39; name
paintress; 9; 1.39; noun
pait; 4; 1.39; noun
palacios; 8; 1.39; name
paladini; 8; 1.39; name
palawan; 7; 1.39; name
palazzi; 7; 1.39; name
palitoy; 7; 1.39; name
palladianism; 12; 1.39; name
pallida; 7; 1.39; name
pallidum; 8; 1.39; noun
palminteri; 10; 1.39; name
palookaville; 12; 1.39; name
pamuk; 5; 1.39; name
panatella; 9; 1.39; noun
pancaked; 8; 1.39; verb
panicing; 8; 1.39; noun
panicker; 8; 1.39; noun
panipat; 7; 1.39; name
panj; 4; 1.39; name
pankhursts; 10; 1.39; name
panners; 7; 1.39; noun
panopticons; 11; 1.39; name
panta; 5; 1.39; noun
pantechnicon; 12; 1.39; noun
pantsil; 7; 1.39; name
pantycelyn; 10; 1.39; name
panzerarmee; 11; 1.39; noun
paoli; 5; 1.39; name
papeete; 7; 1.39; name
papiers; 7; 1.39; noun
papilio; 7; 1.39; name
papoo; 5; 1.39; name
papp; 4; 1.39; name
papplewick; 10; 1.39; name
paracentesis; 12; 1.39; noun
parada; 6; 1.39; noun
paraesthesia; 12; 1.39; noun
paramotoring; 12; 1.39; noun
parap; 5; 1.39; name
paravicini; 10; 1.39; name
parcheesi; 9; 1.39; name
pardo; 5; 1.39; name
parece; 6; 1.39; name
parentals; 9; 1.39; noun
paresh; 6; 1.39; name
parfois; 7; 1.39; noun
parishoners; 11; 1.39; noun
parlett; 7; 1.39; name
parliamentment; 14; 1.39; name
parsely; 7; 1.39; adverb
parthenocissus; 14; 1.39; name
parthian; 8; 1.39; adjective
partido; 7; 1.39; noun
partyed; 7; 1.39; verb
partyment; 9; 1.39; noun
parus; 5; 1.39; name
paseo; 5; 1.39; name
passa; 5; 1.39; noun
passanda; 8; 1.39; noun
passar; 6; 1.39; noun
passen; 6; 1.39; name
passfield; 9; 1.39; name
passy; 5; 1.39; name
pasturised; 10; 1.39; verb
patchment; 9; 1.39; noun
pathy; 5; 1.39; verb
patineurs; 9; 1.39; name
patnick; 7; 1.39; name
patootie; 8; 1.39; noun
patricks; 8; 1.39; name
pattaya; 7; 1.39; name
paulos; 6; 1.39; name
paulton; 7; 1.39; name
paumgartner; 11; 1.39; name
paveed; 6; 1.39; verb
pavin; 5; 1.39; name
pavings; 7; 1.39; noun
pavlovsk; 8; 1.39; name
pavlyuchenkova; 14; 1.39; name
pavord; 6; 1.39; name
payed; 5; 1.39; verb
paypoint; 8; 1.39; name
pazzo; 5; 1.39; noun
pbtd; 4; 1.39; verb
pcb; 3; 1.39; name
p'dog; 5; 1.39; name
peabo; 5; 1.39; name
peachs; 6; 1.39; noun
peakin; 6; 1.39; name
peale; 5; 1.39; name
peans; 5; 1.39; noun
pearlised; 9; 1.39; adjective
pearlite; 8; 1.39; noun
pearmain; 8; 1.39; name
peche; 5; 1.39; noun
pecica; 6; 1.39; name
pected; 6; 1.39; adjective
pecting; 7; 1.39; verb
pective; 7; 1.39; noun
pectoralis; 10; 1.39; noun
pedallers; 9; 1.39; name
pedr; 4; 1.39; name
pedra; 5; 1.39; noun
pedrolino; 9; 1.39; name
peeda; 5; 1.39; noun
peeny; 5; 1.39; noun
peepin; 6; 1.39; verb
peerence; 8; 1.39; verb
peesie; 6; 1.39; noun
peformance; 10; 1.39; noun
pegah; 5; 1.39; name
peggior; 7; 1.39; noun
pegler; 6; 1.39; name
pegtations; 10; 1.39; noun
pegwell; 7; 1.39; name
pela; 4; 1.39; name
pella; 5; 1.39; name
pelleted; 8; 1.39; adjective
peloponnesians; 14; 1.39; name
pelton; 6; 1.39; name
peltz; 5; 1.39; name
penkhull; 8; 1.39; name
pennis; 6; 1.39; name
pennsylvanian; 13; 1.39; name
pennywell; 9; 1.39; name
penrice; 7; 1.39; name
penshaw; 7; 1.39; name
pensi; 5; 1.39; noun
pensioneer; 10; 1.39; noun
penso; 5; 1.39; name
pentraeth; 9; 1.39; name
pents; 5; 1.39; noun
penwellyn; 9; 1.39; name
penyberth; 9; 1.39; name
penyrenglyn; 11; 1.39; name
peover; 6; 1.39; name
pepperyness; 11; 1.39; noun
percys; 6; 1.39; name
perdido; 7; 1.39; name
perduta; 7; 1.39; unclassified
perelli; 7; 1.39; name
perennis; 8; 1.39; verb
peretz; 6; 1.39; name
perfectist; 10; 1.39; noun
perience; 8; 1.39; noun
perilla; 7; 1.39; noun
periorbital; 11; 1.39; adjective
perisher; 8; 1.39; noun
peroni; 6; 1.39; name
perpetim; 8; 1.39; noun
perplts; 7; 1.39; noun
perr; 4; 1.39; noun
perrott; 7; 1.39; name
persaud; 7; 1.39; name
perseverence; 12; 1.39; noun
perthes; 7; 1.39; name
peruggia; 8; 1.39; name
pesch; 5; 1.39; name
pesewas; 7; 1.39; noun
pestis; 6; 1.39; noun
petaflops; 9; 1.39; noun
petaled; 7; 1.39; adjective
petar; 5; 1.39; name
petes; 5; 1.39; name
petfield; 8; 1.39; name
petipa; 6; 1.39; name
petras; 6; 1.39; name
petrina; 7; 1.39; name
petrological; 12; 1.39; adjective
petrols; 7; 1.39; noun
petrovic; 8; 1.39; name
pettifer; 8; 1.39; name
petulengro; 10; 1.39; name
pewtner; 7; 1.39; name
pex; 3; 1.39; noun
pezzoli; 7; 1.39; name
pfffrrrt; 8; 1.39; noun
pfister; 7; 1.39; name
pfj; 3; 1.39; name
phant; 5; 1.39; adjective
pharyngitis; 11; 1.39; noun
pheasey; 7; 1.39; name
pheasie; 7; 1.39; noun
phedre; 6; 1.39; name
phenytoin; 9; 1.39; name
phhrrrt; 7; 1.39; name
philipson; 9; 1.39; name
philipsz; 8; 1.39; name
phillies; 8; 1.39; name
philosophys; 11; 1.39; noun
phlegmy; 7; 1.39; adjective
phobics; 7; 1.39; noun
phonin; 6; 1.39; verb
phoom; 5; 1.39; noun
photoshoped; 11; 1.39; adjective
photoshopping; 13; 1.39; verb
phytoseiulus; 12; 1.39; noun
piccard; 7; 1.39; name
piccie; 6; 1.39; noun
pichon; 6; 1.39; name
pickable; 8; 1.39; adjective
piddy; 5; 1.39; name
piecers; 7; 1.39; noun
piedmonte; 9; 1.39; name
pien; 4; 1.39; noun
pierogi; 7; 1.39; noun
pierpoint; 9; 1.39; name
pifflemuffer; 12; 1.39; name
pigalle; 7; 1.39; name
piggot; 6; 1.39; name
pigot; 5; 1.39; name
pikaia; 6; 1.39; name
pilatre; 7; 1.39; name
pilcrow; 7; 1.39; noun
pillsbury; 9; 1.39; name
pils; 4; 1.39; noun
pinga; 5; 1.39; noun
pinickio; 8; 1.39; name
pinnie; 6; 1.39; noun
pinser; 6; 1.39; noun
piperine; 8; 1.39; noun
pire; 4; 1.39; noun
pista; 5; 1.39; noun
pistola; 7; 1.39; noun
pistone; 7; 1.39; name
pitcaithly; 10; 1.39; name
pitie; 5; 1.39; noun
pizzaexpress; 12; 1.39; name
plab; 4; 1.39; noun
placa; 5; 1.39; name
plaguey; 7; 1.39; noun
plaine; 6; 1.39; name
plaiter; 7; 1.39; noun
planktonic; 10; 1.39; adjective
planness; 8; 1.39; noun
plantaholic; 11; 1.39; noun
plasmatron; 10; 1.39; noun
plateauing; 10; 1.39; verb
platon; 6; 1.39; name
plausability; 12; 1.39; noun
playaway; 8; 1.39; name
playfish; 8; 1.39; adjective
playwrite; 9; 1.39; noun
plcs; 4; 1.39; noun
pleasey; 7; 1.39; noun
pleasuredome; 12; 1.39; name
plebby; 6; 1.39; noun
plethysmograph; 14; 1.39; noun
plettenberg; 11; 1.39; name
plezed; 6; 1.39; verb
plilgts; 7; 1.39; noun
plimmer; 7; 1.39; name
plimoth; 7; 1.39; name
pln; 3; 1.39; noun
plodgate; 8; 1.39; noun
ploop; 5; 1.39; noun
plue; 4; 1.39; adjective
plumley; 7; 1.39; name
plused; 6; 1.39; verb
plushness; 9; 1.39; noun
plys; 4; 1.39; noun
pmsl; 4; 1.39; name
pnb; 3; 1.39; name
pocho; 5; 1.39; name
pocito; 6; 1.39; noun
poding; 6; 1.39; verb
podmeister; 10; 1.39; name
pogrebnyak; 10; 1.39; name
poing; 5; 1.39; adjective
pointment; 9; 1.39; adjective
poir; 4; 1.39; noun
poireau; 7; 1.39; noun
poitin; 6; 1.39; noun
polacks; 7; 1.39; name
poldie; 6; 1.39; name
polemonium; 10; 1.39; noun
policitians; 11; 1.39; noun
polies; 6; 1.39; noun
polignac; 8; 1.39; name
politicing; 10; 1.39; verb
politik; 7; 1.39; noun
politique; 9; 1.39; noun
pollak; 6; 1.39; name
polley; 6; 1.39; name
pollsmoor; 9; 1.39; name
polongus; 8; 1.39; name
polonia; 7; 1.39; name
polovetsian; 11; 1.39; name
polychromy; 10; 1.39; noun
polygram; 8; 1.39; name
polyphase; 9; 1.39; noun
polyphenols; 11; 1.39; noun
polyprop; 8; 1.39; name
pomodorini; 10; 1.39; noun
ponced; 6; 1.39; verb
ponch; 5; 1.39; name
poncified; 9; 1.39; verb
pondicherry; 11; 1.39; name
pontesbury; 10; 1.39; name
pontile; 7; 1.39; noun
pontine; 7; 1.39; name
pontsarn; 8; 1.39; name
pontycymer; 10; 1.39; name
pooers; 6; 1.39; noun
poofta; 6; 1.39; noun
poohey; 6; 1.39; noun
poohy; 5; 1.39; name
poopie; 6; 1.39; noun
poperinghe; 10; 1.39; name
poppell; 7; 1.39; name
poppodoms; 9; 1.39; noun
poppys; 6; 1.39; noun
porkchop; 8; 1.39; name
porked; 6; 1.39; verb
porthgain; 9; 1.39; name
porthminster; 12; 1.39; name
porthtowan; 10; 1.39; name
portlands; 9; 1.39; name
portsea; 7; 1.39; name
portumna; 8; 1.39; name
portway; 7; 1.39; name
posal; 5; 1.39; noun
poshos; 6; 1.39; noun
positronic; 10; 1.39; adjective
possiblity; 10; 1.39; noun
posteriorly; 11; 1.39; adverb
postroom; 8; 1.39; noun
pouchy; 6; 1.39; adjective
poule; 5; 1.39; name
poulterer; 9; 1.39; noun
poundsaver; 10; 1.39; name
powdrells; 9; 1.39; name
powerball; 9; 1.39; name
powerstock; 10; 1.39; name
powhatan; 8; 1.39; name
poynder; 7; 1.39; name
poyntz; 6; 1.39; name
pozo; 4; 1.39; name
ppa; 3; 1.39; name
ppt; 3; 1.39; noun
prabhakar; 9; 1.39; name
praf; 4; 1.39; adjective
prancy; 6; 1.39; noun
pranging; 8; 1.39; verb
prannet; 7; 1.39; noun
pranzo; 6; 1.39; noun
prasadam; 8; 1.39; name
prd; 3; 1.39; noun
precedented; 11; 1.39; verb
predone; 7; 1.39; noun
predy; 5; 1.39; adjective
preferee; 8; 1.39; unclassified
preg; 4; 1.39; noun
pregative; 9; 1.39; name
preis; 5; 1.39; name
prelegislative; 14; 1.39; adjective
preludin; 8; 1.39; name
prendo; 6; 1.39; noun
prendrais; 9; 1.39; verb
prentiss; 8; 1.39; name
preprepared; 11; 1.39; verb
presario; 8; 1.39; noun
prescot; 7; 1.39; name
prestonfield; 12; 1.39; name
preted; 6; 1.39; verb
prev; 4; 1.39; noun
prfg; 4; 1.39; name
prickett; 8; 1.39; noun
prickish; 8; 1.39; adjective
priddle; 7; 1.39; name
priested; 8; 1.39; verb
primas; 6; 1.39; name
primigenius; 11; 1.39; noun
princeps; 8; 1.39; name
princesse; 9; 1.39; name
prinsloo; 8; 1.39; name
printware; 9; 1.39; noun
printy; 6; 1.39; name
priodas; 7; 1.39; noun
priorary; 8; 1.39; name
prioritys; 9; 1.39; noun
prisa; 5; 1.39; noun
priss; 5; 1.39; noun
pristina; 8; 1.39; name
privily; 7; 1.39; adverb
priyanka; 8; 1.39; name
prn; 3; 1.39; noun
problemes; 9; 1.39; unclassified
proceedable; 11; 1.39; adjective
prochaine; 9; 1.39; noun
procida; 7; 1.39; name
produit; 7; 1.39; noun
profitibility; 13; 1.39; noun
prognathic; 10; 1.39; adjective
prohe; 5; 1.39; noun
projecter; 9; 1.39; noun
promener; 8; 1.39; unclassified
pronation; 9; 1.39; noun
pronouncation; 13; 1.39; noun
propanoic; 9; 1.39; name
propoganda; 10; 1.39; noun
propranolol; 11; 1.39; noun
prospekt; 8; 1.39; name
prosperi; 8; 1.39; name
prossies; 8; 1.39; noun
prostar; 7; 1.39; name
prothero; 8; 1.39; name
prothrombin; 11; 1.39; noun
protoplanets; 12; 1.39; noun
protostomes; 11; 1.39; verb
proudness; 9; 1.39; noun
proulx; 6; 1.39; name
proun; 5; 1.39; name
prozzy; 6; 1.39; adjective
prp; 3; 1.39; name
prps; 4; 1.39; name
prts; 4; 1.39; noun
psychophonic; 12; 1.39; adjective
pti; 3; 1.39; name
public\/private; 15; 1.39; adjective
pucklechurch; 12; 1.39; name
pue; 3; 1.39; noun
puerta; 6; 1.39; name
puget; 5; 1.39; name
pujas; 5; 1.39; noun
puk; 3; 1.39; name
puligny; 7; 1.39; name
pulman; 6; 1.39; name
pulseless; 9; 1.39; adjective
pungi; 5; 1.39; noun
punshon; 7; 1.39; name
pura; 4; 1.39; noun
purgatorio; 10; 1.39; name
purgery; 7; 1.39; adjective
purpleness; 10; 1.39; noun
purpurascens; 12; 1.39; name
purrrrr; 7; 1.39; noun
pursey; 6; 1.39; name
pursuiters; 10; 1.39; noun
pussyville; 10; 1.39; name
pustulus; 8; 1.39; noun
puw; 3; 1.39; name
pwb; 3; 1.39; noun
pwll; 4; 1.39; name
pwraoupb; 8; 1.39; noun
pyatov; 6; 1.39; name
pynchon; 7; 1.39; name
pynn; 4; 1.39; name
pyrography; 10; 1.39; noun
pyros; 5; 1.39; noun
pythagoratus; 12; 1.39; name
pythagoreans; 12; 1.39; name
pyy; 3; 1.39; name
qaida; 5; 1.39; name
qanat; 5; 1.39; noun
qat; 3; 1.39; noun
qinghou; 7; 1.39; name
quaaack; 7; 1.39; noun
quag; 4; 1.39; noun
quair; 5; 1.39; noun
qualcuno; 8; 1.39; noun
quale; 5; 1.39; noun
qualifys; 8; 1.39; noun
qualit; 6; 1.39; adjective
quantifyable; 12; 1.39; adjective
quarmby; 7; 1.39; name
quarrie; 7; 1.39; name
quartic; 7; 1.39; adjective
qubair; 6; 1.39; name
queeg; 5; 1.39; name
qu'en; 5; 1.39; verb
quer; 4; 1.39; noun
querer; 6; 1.39; unclassified
quiberon; 8; 1.39; name
quiddity; 8; 1.39; verb
quieren; 7; 1.39; noun
quiffy; 6; 1.39; adjective
quinientas; 10; 1.39; noun
quist; 5; 1.39; name
quites; 6; 1.39; noun
quizness; 8; 1.39; noun
quois; 5; 1.39; verb
quorate; 7; 1.39; adjective
raaaaa; 6; 1.39; noun
raaawr; 6; 1.39; noun
raarrrgh; 8; 1.39; noun
rabah; 5; 1.39; name
rabboni; 7; 1.39; name
rabiah; 6; 1.39; noun
racalud; 7; 1.39; name
racens; 6; 1.39; noun
rachie; 6; 1.39; name
racialised; 10; 1.39; verb
racka; 5; 1.39; name
radebe; 6; 1.39; name
rader; 5; 1.39; noun
radu; 4; 1.39; name
raet; 4; 1.39; verb
raflewski; 9; 1.39; name
rafplt; 6; 1.39; noun
ragaz; 5; 1.39; name
ragazzo; 7; 1.39; noun
rahmani; 7; 1.39; name
raibl; 5; 1.39; noun
railly; 6; 1.39; adverb
railsed; 7; 1.39; verb
railtracks; 10; 1.39; name
rainband; 8; 1.39; noun
rainbowers; 10; 1.39; name
raisiny; 7; 1.39; noun
rajini; 6; 1.39; name
rajputana; 9; 1.39; name
rakhi; 5; 1.39; noun
rallentando; 11; 1.39; noun
rals; 4; 1.39; noun
rameau; 6; 1.39; name
ramir; 5; 1.39; name
rammin; 6; 1.39; verb
ramsbury; 8; 1.39; name
ranasinghe; 10; 1.39; name
randhawa; 8; 1.39; name
randomer; 8; 1.39; noun
randsom; 7; 1.39; verb
ranelagh; 8; 1.39; name
ranfurly; 8; 1.39; name
rangeley; 8; 1.39; name
ranglin; 7; 1.39; name
ranulf; 6; 1.39; name
ranworth; 8; 1.39; name
raonic; 6; 1.39; name
rapbs; 5; 1.39; noun
rapporteur; 10; 1.39; noun
rari; 4; 1.39; name
rarotonga; 9; 1.39; name
rarrrgh; 7; 1.39; name
rasai; 5; 1.39; name
rashad; 6; 1.39; name
rashbass; 8; 1.39; name
rashpal; 7; 1.39; name
rasiak; 6; 1.39; name
rasselas; 8; 1.39; name
rassilon; 8; 1.39; name
rastro; 6; 1.39; name
ratchett; 8; 1.39; name
ratchetted; 10; 1.39; verb
ratchetting; 11; 1.39; verb
rathad; 6; 1.39; adjective
ratta; 5; 1.39; adjective
ravanelli; 9; 1.39; name
ravelin; 7; 1.39; noun
ravenhall; 9; 1.39; name
ravenswood; 10; 1.39; name
ravinder; 8; 1.39; name
raynsford; 9; 1.39; name
raytheon; 8; 1.39; name
razwan; 6; 1.39; name
razzers; 7; 1.39; noun
razzleberry; 11; 1.39; noun
rbg; 3; 1.39; name
rbgsz; 5; 1.39; noun
rblg; 4; 1.39; noun
rcc; 3; 1.39; name
rch; 3; 1.39; noun
rcs; 3; 1.39; name
rct; 3; 1.39; name
rdo; 3; 1.39; name
reachs; 6; 1.39; verb
reactionry; 10; 1.39; noun
reallying; 9; 1.39; verb
realy; 5; 1.39; adverb
rearsby; 7; 1.39; name
reasonates; 10; 1.39; verb
reasonings; 10; 1.39; noun
rebello; 7; 1.39; name
reboard; 7; 1.39; verb
reboarded; 9; 1.39; verb
rebs; 4; 1.39; noun
recarpeting; 11; 1.39; verb
reccy; 5; 1.39; noun
reciprocol; 10; 1.39; noun
reciters; 8; 1.39; noun
reconquered; 11; 1.39; verb
recordholder; 12; 1.39; noun
recreptly; 9; 1.39; adverb
rection; 7; 1.39; noun
recustodise; 11; 1.39; verb
redbeard; 8; 1.39; name
reddington; 10; 1.39; name
redemptor; 9; 1.39; noun
rediffusion; 11; 1.39; name
redkites; 8; 1.39; noun
redlynch; 8; 1.39; name
redolentils; 11; 1.39; noun
redvers; 7; 1.39; name
reedham; 7; 1.39; name
reeing; 6; 1.39; verb
reems; 5; 1.39; noun
reerm; 5; 1.39; noun
reflectum; 9; 1.39; noun
reflower; 8; 1.39; verb
refn; 4; 1.39; name
refounding; 10; 1.39; verb
refresco; 8; 1.39; noun
refudiated; 10; 1.39; verb
regen; 5; 1.39; noun
reget; 5; 1.39; verb
reglaze; 7; 1.39; verb
regrade; 7; 1.39; verb
regulo; 6; 1.39; name
regurge; 7; 1.39; noun
reichsmark; 10; 1.39; name
reichsmarks; 11; 1.39; name
reif; 4; 1.39; name
reinject; 8; 1.39; verb
reinvolved; 10; 1.39; verb
reit; 4; 1.39; name
relativeity; 11; 1.39; noun
relautionship; 13; 1.39; noun
relet; 5; 1.39; verb
reliefy; 7; 1.39; noun
relink; 6; 1.39; verb
rellow; 6; 1.39; name
rema; 4; 1.39; name
remedys; 7; 1.39; noun
rememb; 6; 1.39; verb
remnick; 7; 1.39; name
rems; 4; 1.39; noun
rencontre; 9; 1.39; unclassified
rendel; 6; 1.39; name
renny; 5; 1.39; name
renouned; 8; 1.39; verb
rentenmark; 10; 1.39; name
rentre; 6; 1.39; unclassified
reoffenders; 11; 1.39; noun
repcation; 9; 1.39; noun
repeatin; 8; 1.39; verb
repeeling; 9; 1.39; verb
repetez; 7; 1.39; noun
repetoir; 8; 1.39; noun
replated; 8; 1.39; verb
reponds; 7; 1.39; verb
reppin; 6; 1.39; verb
rers; 4; 1.39; verb
resch; 5; 1.39; name
residentials; 12; 1.39; noun
resill; 6; 1.39; adjective
resital; 7; 1.39; adjective
resite; 6; 1.39; verb
reskilling; 10; 1.39; verb
resnick; 7; 1.39; name
respace; 7; 1.39; verb
respaced; 8; 1.39; verb
respondants; 11; 1.39; noun
restall; 7; 1.39; name
restauranteur; 13; 1.39; noun
restuffed; 9; 1.39; verb
retorical; 9; 1.39; adjective
retreatin; 9; 1.39; verb
retributed; 10; 1.39; verb
rette; 5; 1.39; name
reubens; 7; 1.39; name
reveiller; 9; 1.39; verb
rever; 5; 1.39; verb
revolutionly; 12; 1.39; adverb
revolutionry; 12; 1.39; noun
rewe; 4; 1.39; noun
reynella; 8; 1.39; name
rge; 3; 1.39; noun
rhani; 5; 1.39; name
rhinelanders; 12; 1.39; noun
rhiw; 4; 1.39; name
rhodesway; 9; 1.39; name
rhodochiton; 11; 1.39; name
rhones; 6; 1.39; name
rhossili; 8; 1.39; name
rhostryfan; 10; 1.39; name
rhyolite; 8; 1.39; adjective
rhythmix; 8; 1.39; name
ribbony; 7; 1.39; adjective
ribisi; 6; 1.39; name
ricey; 5; 1.39; adjective
richel; 6; 1.39; noun
richins; 7; 1.39; name
richmondshire; 13; 1.39; name
richy; 5; 1.39; name
rickards; 8; 1.39; name
rickster; 8; 1.39; name
rideable; 8; 1.39; adjective
ridicu; 6; 1.39; noun
riegd; 5; 1.39; noun
rienzi; 6; 1.39; name
rieslings; 9; 1.39; name
riet; 4; 1.39; name
rightanswer; 11; 1.39; noun
righteo; 7; 1.39; name
rightment; 9; 1.39; noun
righton; 7; 1.39; name
rigsy; 5; 1.39; name
rihannas; 8; 1.39; name
rimer; 5; 1.39; name
rimshot; 7; 1.39; noun
rindy; 5; 1.39; noun
ringwald; 8; 1.39; name
riocca; 6; 1.39; name
ripoff; 6; 1.39; name
rirbgs; 6; 1.39; noun
rischart; 8; 1.39; name
rishworth; 9; 1.39; name
rist; 4; 1.39; noun
ristorar; 8; 1.39; noun
ritag; 5; 1.39; name
rivaz; 5; 1.39; name
rivenhall; 9; 1.39; name
rizlas; 6; 1.39; name
rizzles; 7; 1.39; name
rlni; 4; 1.39; name
roadtrip; 8; 1.39; noun
roanoke; 7; 1.39; name
roba; 4; 1.39; noun
robertos; 8; 1.39; noun
robinia; 7; 1.39; noun
robsons; 7; 1.39; name
robster; 7; 1.39; name
robusta; 7; 1.39; name
rocastle; 8; 1.39; name
rockabellas; 11; 1.39; name
rocketeer; 9; 1.39; noun
rockferry; 9; 1.39; name
rockfleet; 9; 1.39; name
rockliffe; 9; 1.39; name
rockys; 6; 1.39; name
roder; 5; 1.39; name
roderigo; 8; 1.39; name
rodgersia; 9; 1.39; name
rodionova; 9; 1.39; name
rodley; 6; 1.39; name
roentgenium; 11; 1.39; noun
roffey; 6; 1.39; name
roge; 4; 1.39; name
rohrer; 6; 1.39; name
roid; 4; 1.39; adjective
roin; 4; 1.39; noun
roit; 4; 1.39; noun
rokocoko; 8; 1.39; name
roku; 4; 1.39; name
rollei; 6; 1.39; name
rollies; 7; 1.39; noun
rollinson; 9; 1.39; name
romaeo; 6; 1.39; name
romancin; 8; 1.39; noun
romanes; 7; 1.39; name
romanoff; 8; 1.39; name
romansch; 8; 1.39; name
romansh; 7; 1.39; name
romantical; 10; 1.39; adjective
romanus; 7; 1.39; name
romulans; 8; 1.39; noun
ronalde; 7; 1.39; name
ronaldsays; 10; 1.39; name
rond; 4; 1.39; noun
roodly; 6; 1.39; name
rool; 4; 1.39; noun
room\/study; 11; 1.39; noun
roonie; 6; 1.39; noun
roopa; 5; 1.39; name
ropework; 8; 1.39; noun
roquet; 6; 1.39; noun
roseann; 7; 1.39; name
rosebury; 8; 1.39; name
rosemarkie; 10; 1.39; name
rosemarys; 9; 1.39; noun
roser; 5; 1.39; name
roseval; 7; 1.39; name
roslyn; 6; 1.39; name
rosneath; 8; 1.39; name
rossdale; 8; 1.39; name
rosselli; 8; 1.39; name
rostron; 7; 1.39; name
roszak; 6; 1.39; name
rotavate; 8; 1.39; verb
rotheram; 8; 1.39; name
rougemont; 9; 1.39; name
rousell; 7; 1.39; name
rousse; 6; 1.39; name
rovaniemi; 9; 1.39; name
rowin; 5; 1.39; noun
rowles; 6; 1.39; name
rowlett; 7; 1.39; name
rowlf; 5; 1.39; name
rowse; 5; 1.39; name
roxane; 6; 1.39; name
roxbury; 7; 1.39; name
royalness; 9; 1.39; noun
roydon; 6; 1.39; name
roys; 4; 1.39; unclassified
roza; 4; 1.39; name
rozier; 6; 1.39; name
rpbld; 5; 1.39; noun
rraarr; 6; 1.39; noun
rrarrr; 6; 1.39; noun
rrooaarr; 8; 1.39; noun
rrraaar; 7; 1.39; noun
rrrraaar; 8; 1.39; noun
rrs; 3; 1.39; name
rspc; 4; 1.39; name
rsvps; 5; 1.39; noun
rtr; 3; 1.39; name
rubab; 5; 1.39; name
rubberiness; 11; 1.39; noun
rubby; 5; 1.39; adjective
rubenstein; 10; 1.39; name
rubislaw; 8; 1.39; name
rubra; 5; 1.39; noun
rudes; 5; 1.39; name
ruffer; 6; 1.39; name
ruffly; 6; 1.39; adverb
